reviews,titles
성경 내용에 충실한 영화라는 생각임    ,선 오브 갓
성경왜곡 ,선 오브 갓
영화로서만 보면 사건을 조악하게 나열해 상당히 재미없어서  점  이 영화는 성경 그대로를 옮긴 게 아니라 언행들을 조금씩 변형시켰다  그것이 결국 성경과는 다른 메시지를 전하게 되는데 거짓보다 참을 많이 섞었기 때문에 좋은 사기 수법인 동시에 오해를 부른다  뭐가 다르냐는 사람은 성경을 다시 읽어 보길  ,선 오브 갓
말이필요없슴    ,선 오브 갓
예수안믿는사람도 보고 감동할영화임 ,선 오브 갓
아멘,선 오브 갓
뭔가 가 아쉬운데 도통 글 로 표현할 수가          ,선 오브 갓
예수님이 온화하게 표현되어 있어요 주변 인물들이 다소 딱딱한 발음의 연기가 좀 어색하구요  내용은 성경 고대로의 내용이어요  중반 까지 다소 지루할 수 있음 ,선 오브 갓
노아와는 다른 성경에 가까운 영화   마음에 무엇인가를 남긴 영화   ,선 오브 갓
별 기대없이 갔다가 많은것을 얻은 영화  노아에 들어간 제작비가 여기에 쓰여졌더라면 정말 좋았을 것 같다,선 오브 갓
적극 강추    합니다,선 오브 갓
섬모 마리아 역의 여배우때문에 절대 몰입 안됨 ,선 오브 갓
성모 마리아역에 성형 여배우라니      ,선 오브 갓
성경에 고증을 많이 둔듯,선 오브 갓
형편없다 ,선 오브 갓
개사이비  집단들이 싫어할만 하겠네    평점 낮게 주는 것들은 전부 사이비  집단인듯   ,선 오브 갓
감사합니다 ,선 오브 갓
감동이별루없다 성형아줌마를 마리아로쓰고 예루살렘분위기를 값싼   로떼우고 무엇보다 유대인의 시각이마니 반영한듯   빌라도를 폭군으로 묘사하고 대제사장은 유대민족을 구원하기위해 갈등하는 착한이미지  예수가죽은 직후 유대랍비노래로 장을 보는장면은 같은유대인으로 예수를 바라보는 반영했다 ,선 오브 갓
성경 이야기 그대로이고 예수 역활 배우가 낮이 선사람이지만 잘어울리고 아주 잘생긴 예수이다  믿는 사람으로서 재미있게 은혜가 되는 내용이고 진실을 알지 못하고 바로 보지못하는 어리석은 인간  의 모습이 담겨지어 있다 ,선 오브 갓
역대 본 예수 영화중에 얼굴 가장 꽃미남이다  그러나 영화 내용은 평이했다  다큐 수준임,선 오브 갓
처음부터 끝까지 뭉클한 영화였습니다  제작한 모든 배우스텝진에게 감사의 인살 하고싶습니다  재관람하고 싶네요,선 오브 갓
예수는훌륭하지만 한국의기독교는개독이라고조롱받는지 꽤된다  교회신자들 이거 보고 반성좀하려나  범죄백과사전인 목사들도 돈좀 그만 밝하고 배임횡령 사기 폭행 위조 성범죄좀그만저질렀으면 예수영화보니까 어때  대단하지요 ,선 오브 갓
은혜와 감동이 있는 영화입니다 성경 대로 거 의 했거든요 왜곡된  점 딱히 없다고 생각 드네요 안보고  평점 쓰는 사람 기독교 싫으신가 봅니다 ,선 오브 갓
한 번도 기도해보지 않은 사람이 기도하는 척하는 모습을 담은 영화    고난장면만 보여주기식으로 연출된 헐리웃식 예수님 만나고 온 느낌    ,선 오브 갓
약중제일좋은약이 신약인데영화한편보고 신약을통채로 먹었어요 참좋은영화 굳굳굳  ,선 오브 갓
이스라엘의 역사를 통해서 예수의 존재를 알 수 있지 않은가 아무리 부인하려고 해도 손바닥으로 하늘 가리기다 선오브갓은 하나님의 아들로 이 땅에 오신 예수 그리스도를 극명하게 보여주고 있다,선 오브 갓
완전감동대박,선 오브 갓
  ,선 오브 갓
이영화보고  기독교인들은   반성해아한다  다 개판이다 먹사나 교인들이나 지꼴리는대로 살다가 회개하고 또 개판으로 산다  예수그리스도는 사랑하나 개독은 퉷이다,선 오브 갓
굳 입니다  ,선 오브 갓
판타지 소설 주인공을 신이라도 되는듯 추앙하는 개독들    답이 없다  니들 개독 영화는 니들 교회에서만 틀어라 좀 ,선 오브 갓
보는내내 울었습니다          ,선 오브 갓
예수가 백인이냐  중동인이지 이스라엘애들 노예시절 만든 성경같고 너무 빤다    ,선 오브 갓
     ,선 오브 갓
영화  오브갓  예수의 생애는     년전에 아기로 태어난 것으로 시작 된 것으로 보인다  하지만 창세 전부터 존재했으며 지금도 존재하고 나중에도 있다 시간을 초월한다  이걸 누가 믿으랴 처음이요 나중이라,선 오브 갓
좋아요 ,선 오브 갓
감동    그 선한 마음과 표정이 여운을 주네요  예수님께서 행하신   성경내용을 압축  그대로 옮겼고   악한 인간의 모습에서 나를 돌아볼 수 있는 시간이었어요  말씀처럼 선함으로 살면 되는것을     종교를 떠나서 의미를 생각해봤음 좋겠어요  아이들 교육용으로 더 좋겠어요   ,선 오브 갓
감동적입니다 ,선 오브 갓
꼭 보고싶다     ,선 오브 갓
좋아요,선 오브 갓
주는 그리스도이시요 살아계신 하나님에 아들이시니이다    우리 인생의 모든 답은 예수그리스도이십니다   최고의 성경적 영화였습니다  ,선 오브 갓
제 솔직한 평점은 성경적관점에서 보면   점이고 영화적인관점에서만 보면  점 정도인데 예수님에 대한 영화라고 무조건  점테러해서   점 드립니다  가끔 뭔가 맥이 끊긴다는 느낌이 들긴하는데 괜찮아요  성경내용 잘살렸고 주님의 고난 잘 묘사했어요  십자가 고난에선 눈물이 왈칵  우시는분들 많더라고요,선 오브 갓
십자가의 도가 멸망하는 자들에게는 미련한 것이요 구원을 받는 우리에게는 하나님의 능력이라  고전       그가 찔림은 우리의 허물 때문이요 그가 상함은 우리의 죄악 때문이라 그가 징계를 받으므로 우리는 평화를 누리고 그가 채찍에 맞으므로 우리는 나음을 받았도다  사     ,선 오브 갓
지금까지 본 예수님 일대기 영화중 최고였습나다  복음서를 가장 사실적으로  그리고 역사적안 상황을 잘 묘사했더군요  음악도 너무 감동적압나다 ,선 오브 갓
솔직히 예수에 대한 영화중에서 가장 재미없고  창의성이 떨어지는 영화  어떻게 이렇게 창의적이고 좋은 소재를 가지고  이렇게 평범하게 만들 수 있을까 ,선 오브 갓
기대됩니다 ,선 오브 갓
크게 권장하지 않습니다  비 성경적인 요소가 너무 많습니다  ,선 오브 갓
패션오브크라이스트 보다 더 잘 만든 것 같아요  특히 대제사장의 갈등  유다의 고민  예수님의 길에 대한 제자들의 오해 등이 잘 표현되어 있어 더 마음에 와닿습니다  지금까지 나온 예수님 영화 중 그래도 성경하고 가장 비슷한 것 같아요  물론 다른 부분도 있지만  ,선 오브 갓
신약시대를 비롯    제자와 예수님의 일생 등을 잘 표현한 영화  특히 예수님의 십자가에 못 박히던 장면은 패션 오프 크라이스트의 그 모습과 오버랩되서 몰입이 잘 된다 ,선 오브 갓
패션 오브 크라이스트 때 워낙 충격적이고 강렬한장면이 많아서그런지  이영화는 좀더 부드럽게 표현하다보니  솔직히 감흥이 덜하고 지루했다 ,선 오브 갓
평안하느냐         진리가 무엇이냐    네 이웃을 네 몸같이 사랑하라    내가 이 세상을 새롭게 하나이다   등 등 기억에 남는말 중에 다시는 죄를 짓지말아라    는 말씀이 힘들게 하네요   예수님의 은혜는 정말 끝이 없는것 같습니다 ,선 오브 갓
감동입니다  강추 ,선 오브 갓
신약내용대로 하면서 드라마틱하게 연출하는데 아쉬운 흐름이 있어 중간에 좀 지루합니다  예수가 체포된 후 십자가에 매달리는 과정은 리얼한 연기가 보기 좋더군요  예수가 넘 훈남이고 마리아는 성형미인 느낌이라 안어울려요 ,선 오브 갓
이런 영화는 제발 극장 말고 교회에서만 상영해주기를    ,선 오브 갓
예수는 성인이지  신은 아니잖는가  혹세무민이 종교의 본질인것이지  개독들끼리 열심히 쳐보시던지  ,선 오브 갓
성경대로 상업적으로 하지않은데 감동을주는영화 강추입니다 ,선 오브 갓
개독 단체 관람이라도 온건지 아멘 아멘 이지랄    극장에서 상영하지 말고 그냥 교회에서만 상영해라 상영관 낭비다,선 오브 갓
고난주간 한번씩 보셨으면 좋겠어요 ,선 오브 갓
예수님의 이야기를 성경대로 옮긴 좋은 영화였습니다  감동  ,선 오브 갓
  세기에 아무런 해석 없이 성경 내용을 그냥 찍어다박은 영화를 만들어낼 거라고는 생각도 못했네요  ,선 오브 갓
사기,선 오브 갓
한국 개독들은 몽땅 지옥간다    를 가르쳐주자나   ,선 오브 갓
와 감사합니다   ,선 오브 갓
카피문구에 낚였다  위대한 사랑으로 그 분에 인자함과 온화함을 만끽하고 싶었는데 오히려 지루했다  성경에 치중해서 그런지 가슴이 더 아팠다   패션 오브 크라이스트 가 그리웠다 ,선 오브 갓
기대안하고 봤는데 나름 생각할수있는 ,선 오브 갓
판타지소설 셩경을 현실과 구분못하는 개독들       년전 선조들은 예수존재조차몰랐는데 다들 지옥간거니   ,선 오브 갓
실제 역사를 근거로 만든 영화잖아요  그래서 그런가 영화보면서 더 궁금해진 부분이 생겼어요  시    이랑 가위바위보의 시초는 언제부터 였을까  영화 중간에 나오는거 보고 그때부터  영화에 집중이 안됐음  궁금해서 그리고  그당시 어려운 용어가 나오면 어떤 뜻인지  풀이자막이라도 넣어주지 안넣어주고 ,역린
정조 시대  드디어 반란을 일으킨 한 양반가의 막강한 공격입니다 ,역린
앞으로 나아가야 할 영화가 그러하지 못한다  바로 그 역린이라는 것들이 방해하고 있기 때문에      이 영화의 제목이기도 하다 ,역린
유치한 설정과 스토리로 보다가 실소가 나왔다 ,역린
이제야 제대로 뫄서 미안하다  잘 만든  영화다,역린
캐릭터가 너무 많지만 몰입감은 그럭저럭,역린
우아 한지민 연기 쩐다 오히려 저 역할이 어울린다 눈빛에서부터 살벌하고  관능미 뚝뚝        진짜 잠시 방송서 영화소개보는데 한지민 쩐다      앞으로 역할 이런것좀 해라 진짜   오버하지도 않고 가만히 있어도 쩌네,역린
너무 각색의티가 난다 연기자들 연기는 훌륭하지만 지나치게 장황해서 도대체 무슨 내용인지 알수없다,역린
뱉어내는 대사 단어들을 도저히 모르겠음   옛날 말이라 그런가 요새는 그런단어 안쓰는데,역린
현빈이 가볍쥐 않는 중후한 멋이 압도적인 시각적으로 흉볼것이 없는 영화였음  곤룡포를 처마에 실내에 걸어놓는 압도적인 한 씬으로 관객은 상상의 즐거움을 느낄수 있다  제목이 역린인데 역린이라고 처음부터 않느껴지는데 한 인물을 슬퍼할 사 의 뒤는은 이름붙임이 아니라  동정심의 얄쌍한 잔머리보단  진짜 성격이 더 칼같았다면 옷에 집착하기보단 차가운 말에 더 번득이는 더 냉혈적 판단력  예술은 핑계임  책 암기해봐 교수  ,역린
오늘 티비 다시 보고 너무 감명 정조 연기 최고,역린
명작     년  봤을때와는 새로운느낌 현빈 정재영 최고다,역린
총이 나오질 않나,역린
타임머신 있다면 꼭 한번 만나보고싶다,역린
참  요즘 영화들은  왜  그리  폭력적이고  잔인한지  영화 자주 보면 잔인함 에  무뎌지겠어    ,역린
정조의 고뇌    그리고 마지막 정재영  나레이션 ,역린
가슴이 먹먹합니다  어린 아이들이 너무 딱하고  안스러워서  아이들이이 뭔 죄가 있다고,역린
사도를 보고 역린을 보앗다 영조 사도  사도세자 ,역린
역린 개봉당시  현빈의 연기에 감탄하며  봤었는데  넷플로 다시보니 한지민때문에 못보겠다  중국의 왕후인가 보기 불편해서  보다 말았다   그럼에도 별점이  낮은게 아쉬운 영화 ,역린
세상은 바뀐다    이런 영화가 천만이 안되다니 ,역린
한마디로 정조는 대왕이다,역린
현빈 엄청 멋있다  특히 마지막 전투씨에서 활 쏘는데  임금이 저렇게 멋있어도 되는거임   아우라가 레골라스 저리가라임 ,역린
이 좋은영화를 이제서야 보다니   좋은연기 보여주신 배우들  그리고 스텝들 정말 고생하셨습니다  영화가 끝나서도 여운이 가시질않네요  ,역린
정조와 조정석 둘다 싸움 진짜 잘한다  정재영도 그렇고,역린
평점 보고 이제야 본걸 후회함,역린
영상 스토리 연기 다 좋았는데 말이죠  저는 꽤 재밌었습니다,역린
    받을 작품은 아닌 듯 ,역린
평행우주의 판타지 세계에서 한편의 무협영화를 봤다  왕이 무술고수라는 설정도 우습지만  자객의 침입을 미리알고 대비했음에도 이를 제압하는 초절정 고수의 활약은 몰입을 방해 한다  현실성 있는 전개가 아쉽다 ,역린
 류 스토리 없는 이거저거도 아닌 스레기 영화많지 관객수   명이하 많아천지안  딱봐도 이영화 틀리지 않니 연기력    감독 회사 잘못만나면   걍  버  신영화된거야  이   역리  영화    토리 연기력 만족스러워 이런영화  많지 않어 배우보다 스토리괜찮아  스토리 이해  못하는  영화들 수두룩해  이영화는 스토리  연기력괜찮아  점이상  안주는데  점 준다  몇 안되는 괜찮은  영화야,역린
너무별료인데 대사가 천박하며 개연성 부족하며 배경음도 어울지않는다  ,역린
재밌게 잘 봤어요,역린
촬영은 잘 했지만 스토리나 상황 전개가 많이 아쉬운 작품이었습니다  마지막까지 독백으로 이야기하는 주제의식도 뭔가 아리송  그냥 뭔가 있어보이는  사극처럼 보이는 블록버스터를 만들고싶었던 것 뿐인듯  배우들 연기와 촬영에 많은 공을 들인 장면들만 기억에 남아요 ,역린
후임 왕에게 군호를 가지게 한 왕들은 확실히 쓰레기가 분명함 조선 성종은 이룬 것도 많았다 하지만 여성편력이 장난 아닌 바람둥이 그 자체 그래서 연산군 같은 놈을 아들로 둔 게 아닌가 싶음   어찌 보면 성종 때문에 연산군 같은 군주가 키워졌을지도   성종은 이룬 군주가 아니라 쓰레기 군주의 시초라고 봐야됨 광해군을 아들로 가진 희대의 쓰레기 선조  얘는 지 아들한테 자격지심까지 있었던 최고의 쓰레기 군주 성종과 선조보다 더 최대의 쓰레기였던 인조 인조는 역대급 쓰레기였는데  효종이나 현종이 신하들 말을 너무 잘 들어서 역사적으로 쓰레기로 취급받지 않는 거 같음,역린
한지민   정순왕후 역할에 너무 안 어울리고 지어낸 얘기도 많은것같음   ,역린
최고입니다   너무 재미있어요      ,역린
지금껏 정조 중 가장 기록에 흡사한 정조입니다  신궁  무에 능하며 문에도 능해 신하를 다 압도하는 왕  그런데 한지민씨 연기가 너무나 별로고 극에도 안 어울리고 첩지 모양은 웃기고   박성웅씨랑 정재영씨가 멋집니다  근데 별점  갠 소아성매수자 계속 쓰는 때문에 날립니다  이런 사람 계속 쓰는 이유는 결국 제작진  투자가가 결이 같기 때문인가요 ,역린
                          ,역린
조선시대 몇몇 왕들을 제외하고 영의정 밑으로 일명 사대부 또는 이하 관료들 때문에   병자호란   임진왜란   근대에는 일제강점기   그 외 수 많은 외세 침략들이 많았지    지금도 친일파들 또는 사대주의에 아직도 나라를 구렁텅이 속으로 몰아 넣을려고   하는 세력들이 많다   자신들이 권력을 쥐고 부정부패 국민들은 어떻게 되든말든 자기들만 잘 쳐먹고 잘 살면   그만이다는 아주 나뿐 세력들이 아직도 판치고 있다    지금도 조선시대의 연장선이라고 보면 된다    국민들이여 깨어나라  ,역린
이렇게 좋은 영화를 너무 늦게 봤네요 처음부터 끝까지 모든것이 정성스럽게 만들어졌네요   오직 정성을 다하라 그러면 바뀔것이다 ,역린
정말 정조대왕님 보는 것 같았어요  슬프고도 강인한 그리고 매력적인    좋은 영화에요,역린
후반부의 뒷힘이 살짝 부족하고  을수의 캐릭터는 이해되지 않는 부분이 많다,역린
이렇게 값진영화를 지금에서야 보다니    배우들의연기가 다 살아있고  스토리 또한 짱짱한데 평점은 기대이하네   오직 본자만이 진정한 승자이다 ,역린
전투형 환관이 가능한가 ,역린
말이 필요없는 명작입니다  이런 영화를 볼수 있어 행복했습니다,역린
기대이상이라 별한개 플러스,역린
스토리며 씬구성에 무리수가 난무하는 영화     연기력이 좋다 칭찬하지만 힘빠지게 하는 과거회상  의미있는 척 의미없는 대사들  얼굴과 목소린  꾸덕한 무게감만 잡고     역사적 캐릭터를 거의 새로 창조해낸 수준  킬링타임용이며 갤러리용 무비 ,역린
영화의 초첨이 많아서 다소산만하다고  느껴지실지 모르겠으나 그 시대 사도세자의 아들 정조가 짊어지고 가야할 왕의 무게를 너무나도 잘 표현한 영화였던것같습니다 열연해주신 배우들과 영화가 나오기까지 수고해주신 스탭여러분들에게 감사의 말씀전합니다,역린
영화 사도를 보고 이어서 역린을 봤어요  정조는 조선왕조 역사에서 정말이지 전무후무한 인물이지 싶어요  너무나 매력적이고 멋있는 왕이었다는데 이의를 달수 있을까요   ,역린
현빈은 얼굴만으로도 심장을 때리는데  연기로 이렇게 심장을 쿵하게 만들면 어쩌냐구  진짜 현빈이 현빈했네  최고      조재현은 지금보니 딱 자기같은 역할 맡았네   ,역린
재밌다 잘만들었다,역린
산만해 죽겠다,역린
잘보고  감동받고  다시봐도 좋네요     연기자분들 감독님   ,역린
뜨겁게 그러나 담담하게 잘 그려낸 영화  오바하지않고 군더더기없어 보는 내내 넘 좋았다   정조가 참 매력적이고 더 알고 싶게 만든 영화였다 ,역린
정조가 왜 몸짱이여야하는지 모르겠고  여기저기 인물의 과거장면으로 영화는 산으로 갔다,역린
내가 본 정조 중 가장 좋은 정조였다 와 기대 안했는데 현빈의  정조가 이렇게 가슴을 울리줄은 몰랐네 넷플에 있어서 몇번 망설이다 봤는데 진심 너무 좋아서 한참은 또 볼거 같다 내가 본 정조 중 가장 역대급    아쉬운건 정조 위주로 스토리를 끌어가는게 아니라 중간에 갑수 을수 스토리로 흘러가서 좀 몰입이 힘들어 그 부분이 참 아쉽다  정조의 모습을 좀 더 섬세하게 이야기를 풀어주길 바랬는데 좀 뜬금없달까  난 오히려 갑수와 정조의 우정부분에서 눈물이 나고 정조의 애처롭고 위태로운 처지가 더 안쓰러워 눈길이 가던데 오히려 그 부분이 너무 생략된 거 같아서 보는 내내 너무 아깝고 아쉬움  을수의 스토리가 이 영화에 없었어도 충분히 긴장감 있이 풀어냈을텐데 흠  정순왕,역린
샤프하게 세련되게 생겼는데 시대극에도 어울리다니  역시 잘생긴 사람은 뭘 해도 멎져   비쥬얼도 최고 연기도 좋았다,역린
중용 내용인용이 있다고해서 보게된영화    감동   현빈연기도최고       다시한번봐야겠음,역린
우연찮게 다시 보고 강추합니다  놓친게 이렇게 많다니    전에 뭘 본거지   ,역린
 ,역린
기록엔 을수가 궁까지 들어왔지만 맘이 바뀌어 지붕으로  올라가 기왓장을 던지며 소난  피워 일을 망쳤다고 하던데,역린
다채로운 서사  입체적 인물  세련된 연출,역린
미술부분이 아주 뛰어난 작품   현빈배우도 미술 부분에 포함된 듯 ,역린
조정석이었어  보면서 조정석 닮았네 했는데  조정석 암살역은 납득이 안감  현빈은 드라마 영화 활동을 많이 하는데  원빈은 꿈쩍도 안하네 ,역린
아니 현빈 진짜 왜 저래 저렇게 잘생기고 저렇게 연기 잘하면 다른 배우들 어떡해  정조한테 완전 반했잖아 완전 멋지다 정조도 현빈도 마음을 움직이는 배우 현빈  ,역린
연기도 좋았지만 비쥬얼이 퍼펙트,역린
긴장하다가 아파하다가 먹먹해하다    그 고단한 정세 속에서조차 대왕의 정치를 실현한 정조의  고뇌와 아픔에 눈물이 났습니다  현빈이 매력 큰 배우인 줄은 알았지만 연기를 이리 잘했나   담담해서 더 아프게 표현해준 주인공이 압도하는 작품  역사적 대립배경 체크후 관람하면 이유있는 대사들이 확 박힐 겁니다,역린
몰랐던 영화인데 정말 잘 봤어요  다시 한번 돌려 봅니다 ,역린
멋진 영화,역린
이야기는 산만하고 캐릭터는 힘이 없다 ,역린
전개가 너무 지루함  궁녀가 밖으로 함부로 나다니면서 남자를 만나다니고 대왕대비라고는 하나 며느리 싸대기를 날리고   아무리 영화지만 너무 무리수인듯  역사를 좋아하고 영화를 통해 역사를 배우고 싶은 사람들에게 비추  그냥 시간 때우기로 볼 분들만 보세요 ,역린
드라마보는것같은느낌,역린
좋은 영화를 너무 늦게 봤네 배우들 연기가 일품입니다 ,역린
 ,역린
별로 재미없음,역린
모든연기자분들의 연기최곱니다  현빈  정재영  조정석 연기자분들 좋은 영화 감명 깊게 봤네요 ,역린
와 모든 배우들의 연기가 다 좋았지만 현빈 연기 최고네요  재밌게 봤습니다  ,역린
재미없으,역린
역시  현빈     최고의  정조였어요,역린
현빈이 왕역에 잘어울렸다  뭔가 어두운 분위기 때문에 더 몰입이 되었다,역린
천만영화,역린
내 기준에선 만점 작품,역린
웰 메이드,역린
색감과 영상이 너무 좋았음 막판 갑수을수 만나는부분이 조금 흠,역린
영화 평       보다는 훨씬 좋아요 미루고 미루다 이제야 봤는데 광해군 노무현입니다 등을 좋아하는 분들에게 강추요,역린
클리셰들  과한 기교들  그리고 신파  특히  신파라는 양념을 조금만 적게 뿌렸더라면  하는 생각이 든다 ,역린
뭔가 강하게 어필하듯 오다 돌아선 감성,역린
이 영화를 왜 이제야 봤을까 싶을 정도로 재밌게 봤네요  현빈의 정조가 최고  ,역린
연기도 다 좋고 몰입하면서 봤어요  ,역린
조재현 대사 전달 전혀 안됨  전체적으로 대사 전달이 안됨,역린
영화관에서 못보고  다운받아 이제야 봣네요 너무 잼나게 봤습니다 현민의 연기가 참좋았습니다 추천합니당 조연들 연기도 훌륭한듯 합니다,역린
영화관에서 도중에 나온 영화는 처음임 ,역린
내용이 이어지는건 아니지만  다행이라고 생각하는건 사도를 먼져 보고 이 영화를 봐서 그런지  등장인물의 해석이 빨라서 내용 이해도가 높아졌다  ,역린
현빈하고 원빈 외모는 인정    강동원은 영원한 평타    현빈 군대도 제대로 다녀오고 괜찬은 친구,역린
왜 난 이제 봤을까   진즉 못본것이 후회되고 안타깝네   남들이 재미없다고 한 영화를 재밌게 보기는 첨인듯  같은 영화를 연속으로 반복보긴 또 첨이고 내가 찾던 유형   와  근데 평점이 이해불가    현빈의 눈빛들 감정들 정말 잘하네   다른 조연들이 조금씩 망친것을 현빈이 꽉 잡고 끌고 간 듯 이런것이 바로 진짜 주역인가   현빈    고맙다고 하고싶다  영화 댓글도 첨이네     오늘 첨인것들이 참 많기도 하다   주인공에게도 영화감독에게도 고맙다고 느낀것도 오랜만이고   오늘 여러가지로 새롭네 ,역린
한지민 오버연기 몰입이 안된다 ,역린
역린                         치명적만남,역린
 종교집단     금기     트라우마     봉건적 사고     역린  영화는 쪽박,역린
굳,역린
이제야 빛보는건가 ,역린
영화에서 빛이난다 내 인생영화임,역린
  ,역린
총만쏘는 액션 이외엔 볼것도 없고 노숙자들이 집에 들어와서 어쩔수 없이 전처의 집으로 들어간 시한부 남자의 인생 역전을 위한 중국인 같이 생긴 딸과의 재회    설정이 너무 웃긴 코메디 드라마였음,쓰리데이즈 투 킬
노 스릴러 노 액션 저스트 코메디 위드 보디가드 오마주     ,쓰리데이즈 투 킬
다시 봐도 멋진 작품   따지고 보면 잔인한데 그렇게 느껴지지 않는 간지 쩌는 킬러    애비 노릇에 서툰 케븐과 귀여운 딸내미와의 캐미가 다소 건조할 수 있는스토리에  습기를 불어넣었다   그리고 와이프역의 코니 닐슨도 이 작품에서 너무 우아한 매 력을 발산하고 있다   ,쓰리데이즈 투 킬
가족을 사랑하는 킬러 낯설지만 인지상정이라 생각한다,쓰리데이즈 투 킬
나이 먹어 할부지가 됐는데 캐빈 코스트너 왜케 섹시함  내용은 그닥인데 케빈이 너무 멋있어서 보게 됨 주름마저 섹시함,쓰리데이즈 투 킬
캐빈코스트너 연기 아직 녹슬지 않았네   시나리오가 완벽하진 않지만  조연들의 연기 좋고  액션영화이기에 스릴과 액션에는 만족  ,쓰리데이즈 투 킬
 ,쓰리데이즈 투 킬
다른거 다 떠나서 프랑스    ,쓰리데이즈 투 킬
보다보다 이런 쓰레기 같은 영화 정말 오랜만이다  너무 구역질나서 끝까지 보지 못했다  ,쓰리데이즈 투 킬
케빈만 주인공 감성이고  나머지 인물들 다 자기만 아는 세상부정 이기주의 싸이코패스 인물만 있는듯한 후에 내용이 뭔가 뻔한 ,쓰리데이즈 투 킬
앰버허드 연기 진짜 어색 헤일리가 더 나음,쓰리데이즈 투 킬
굿   역시 케빈  ,쓰리데이즈 투 킬
이런 코미디도 재밋음   ,쓰리데이즈 투 킬
보디가드 패러디 장면이 나오는데 웃겼다 ,쓰리데이즈 투 킬
리암 니슨에 뒤지지 않는 건 부녀의 캐미,쓰리데이즈 투 킬
어느덧 케빈 코스트너가 총질액션보다 딸과보내는 오붓함이 더좋아보이네 전성기가 다시 오진않겠지만 이런영화에서도 그를 볼수가있어 천만 다행이다 ,쓰리데이즈 투 킬
헐리웃 액션   프랑스 코미디  작정하고 황당하게 설정된 앰버의 어이없는 캐릭터  ,쓰리데이즈 투 킬
액션영화라고 보기엔좀 지루하다  ,쓰리데이즈 투 킬
쓰리데이즈 투 러브,쓰리데이즈 투 킬
색다른 킬러 요원 남을 생각 하며 가족을 위해 스스로 포기 할 줄도 알아서 좋았다,쓰리데이즈 투 킬
중년의 아버지 역할의 케빈을 볼 수 있어서 좋다  나이가 들어도 멎지다  웃게 만드는 부분도 있고 편하게 볼 수 있는 킬링 타임용으로 좋네   ,쓰리데이즈 투 킬
여주는 요원이라면서 하는일이 뭐냐  자기가 맡은일 남주한테 떠넘기고 돈으로 다 떼우네   암것도 안함,쓰리데이즈 투 킬
코믹하고 재밌는데 잘 나가다가 흐름을 끊어버린다 강한 액션 영화라기보다 양념친 영화처럼 달콤하기도 하고 루즈하기도 하고  킬링타임용으로 괜찮은 영화,쓰리데이즈 투 킬
                           몇번을 봐도 재미있네요 ,쓰리데이즈 투 킬
    킬러였던 주인공이 악성종양으로 시한부 판정을 받고 가족의 소중함을 깨닫는단 스토리의 액션영화인데  화끈하거나 긴장감 넘치진 않았고 다소 뻔한 전개였지만 가족애를 담은 훈훈함과 소소한 재미 그리고 관록의 캐빈 코스트너의 활약은 좋았다  ,쓰리데이즈 투 킬
급한 마무리,쓰리데이즈 투 킬
아빠로써 살기   가족의 힘     특수요원보다 중요한 아빠되기   ,쓰리데이즈 투 킬
응,쓰리데이즈 투 킬
그냥 액션영화도 아니고  가족영화도 아니고   액션이 너무 잔잔해서리    그냥 문안하게 볼만은 하다  ,쓰리데이즈 투 킬
한대 때려주고 싶은 말 안듣는 딸래미,쓰리데이즈 투 킬
아쉽긴 해도 볼만하다 ,쓰리데이즈 투 킬
액션영화라기 보다는 가족영화 ,쓰리데이즈 투 킬
아버지와 남편으로 산다는 게 무엇일까  일을 잘하는 것과 가정을 잘 돌보는 것 중 무엇이 더 중요할까  일때문에 가정의 불화가 시작되고  자식을 하나만 바라보고 살아 온 세월은 어디서 보상 받아야 하나  자식 공부시키기 위해 열심히 일한 우리의 아버지들  가족을 위해 열심히 살아 왔다  뭔가 열심히 달려 온 것 같은데  내 손에 들려 있는 건 해고 통지서다 ,쓰리데이즈 투 킬
 ,쓰리데이즈 투 킬
        ,쓰리데이즈 투 킬
시간때우기좋다  욕심버리면 볼 만하다  앰버허드만 봐도 시간투자한 보람은 있다 ,쓰리데이즈 투 킬
난좋은데,쓰리데이즈 투 킬
바늘 하나 꽂을 데 없는 액션도 아니고  가슴을 울리는 진한 사랑이 느껴지는 것도 아니고  나중에라도 웃음이 묻어나는 장면도 없는 잡탕밥 영화  그리고 엠버 허드는 겉멋이 너무 들어서 영,쓰리데이즈 투 킬
결말에서 쌍욕밖에 안나온다  케빈 코스트너는 연기는 나쁘지 않은데 이 나이 먹도록 작품 선택하는 능력은 정말 나아질 기미가 안보이네   류배우라 불러주는데가 그렇게 없나 ,쓰리데이즈 투 킬
액션 씬은 볼만하지만 끄떡하면 쓰러지는 캐빈 코스트너에 영화가 감점 다만 부녀 지간의 사랑은 느낄수 있었던   ,쓰리데이즈 투 킬
케빈 코스트너는 나이들수록 멋있고 총격 씬이 역시 잘 어울린다  재미있게 봤음 ,쓰리데이즈 투 킬
세련된 건액션이 돋보인 수작 ,쓰리데이즈 투 킬
