reviews,titles
전통과 고전을 잘 살린 이야기임데도 편집이 안되어있다  편집을 통해 강약조절과 주제의식을 드러낸다면 정말 좋은 영화일것 같다 아직 한국에 맞긴 어려운 이야기인듯  마지막에 주인공이 머라고 하든 닥치고 납치하는 장면에선 정말 ,가구야공주 이야기
거장의 원숙미와 진심이 느껴진다  ,가구야공주 이야기
애니메이션적인 요소는 좋았다  하지만 설화적 요소가 크게 와닿지는 않았다  결국 카구야는 자기세계로 돌아가는 것이 후에도 행복할 것 같음  ,가구야공주 이야기
끝을 알수 없는 내용의 전개  아름다운 그림체 다만 해피앤딩 동화 구조가 아닌 것이 조금 섭섭하지만 굉장히 기대이상 수작이네요 ,가구야공주 이야기
그림 정말 아름답고 훌륭해요 스토리는 좀  ,가구야공주 이야기
어느 경지에 다다른 그림이랄까  이야기 자체에는 약간의 아쉬움이 남지만  그렇더라도  이건 정말 작화가 예술이다 ,가구야공주 이야기
나름 볼만하긴 했으나 약간 일본적인 색채 때문에 이해를 못하는 부분이 있었고 후반부에 들어 필요이상의 러닝타임의 연장으로 신경질이 나기도 했음 결과는 불 보듯 뻔한데 너무 질질 끌어서 초중반 좋았던 평점을 까먹은 느낌이 든다 ,가구야공주 이야기
추천 합니다   ,가구야공주 이야기
재밌어지겠지하고 끝까지 보는데 끝내 그러지 않았다  동화가 해피엔딩이 아니란것이 반전이라면 반전이랄까   딸이나 아빠나 답답하긴 매한가지 이래서 대화가 필요하다 ,가구야공주 이야기
기대안하고 봤는데 마음이 먹먹해지고 생각이 많아지는  너무 좋았음,가구야공주 이야기
부유하고 화려했던 삶보다 소박한 삶속에서 소중한 사람들과 함께였을때 진정   행복해보였던 대나무순에서 태어난 신비롭고 특별했던 소녀 가구야공주    수채화같은 영상미가 돋보였던 감성적인 판타지 애니메이션    일본에서 가장 오래된 설화를 새롭게 해석한 작품    ,가구야공주 이야기
행복한 삶이란 무엇인지 다시 한 번 생각해 본다   ,가구야공주 이야기
인생의 근원적 우울한 이야기 수작입니다 별 넷반,가구야공주 이야기
막보고왔는데신기하다놀랍다  창작이넘쳐나는내용이었다  달에서 왔으니 외계인 이라던가 달 천상 을 표현한 것같고  하늘에서 온 아름다운 공주 를 너무도 사랑했던 아버지 가 딸을 위해 고귀하게 자라길 바랬기에 행동했던것중 잘못했던 점이나고위관리를 풍자스럽게또한교훈적인의미가있던애니카구야히메 그림표현도좋다,가구야공주 이야기
가구야 공주  꼭 화장안한 산다라박의 모습과 닮았네   ,가구야공주 이야기
아름답고 훌륭한 애니메이션이지만  이야기를 전달하는 과정은 미야자키 하야오의 작품에 비해 강렬함과 간결함이 떨어져서 아쉽다 ,가구야공주 이야기
노인네의 감상주의가 결합된 졸작   밑에 반딧불의 묘가 인생최고의 작품이라는 일빠색히 웃기네    일본인을 피해자로 둔갑시킨 감성팔이 영화 반딧불의 묘   ,가구야공주 이야기
내인생의 최고 에니메 반딧불의 묘  추억은 방울방울   역시 기대를 저버리지않았고 시간이 어찌가는지도 모르고 봤다  정말 대작이다  카구야가 자신의 세계로 돌아가지않길 바랬는데  기쁘고 슬프고 즐겁고 아쉽고 또 너무 안타까워 화가났다,가구야공주 이야기
이런 애니메이션은 두 번 다시 안 나올 것 같다는 느낌이 들었다  집념과 거대함이 느껴지는 스완 송 ,가구야공주 이야기
 정말돈이아까웠음    일본 국제망신임    한국에서본건아닌데 영화초중반부터 다들 난리났었음 풉풉거리면서    나도 돈아까워서 슬펐음   뭐야이게    지브리 망해가나  ,가구야공주 이야기
초반은 귀엽고  중반은 다음은 어떻게 될까 호기심이 생기고  끝은 좀 허무하고    볼 때는 자주 지루해서 보고 나올 땐 매우 지침   시간   분이라는 상영시간이 체감은 거의  시간 정도 였음  누군가 엔딩을   분 남겨놓고 나간사람이 있었음  막상 돌이켜 생각하면 여운이 있군요  일본 옛날 풍속을 잘 보여줌 ,가구야공주 이야기
그림이 정말 아름답습니다  불후의 명작이란 이런걸 두고 하는 말 같습니다  스토리  음악 모두 훌륭합니다  그리신분 정말 수고 많스셨습니다     아참 저 챔프스페셜 애니코믹스 책도 샀습니다  보고싶을때 바로바로 보려구요 ,가구야공주 이야기
성인동화인것 같았어요  그림이 좀 아쉬웠지만  설화라서 그러지   저는 좋았습니다 ,가구야공주 이야기
지루하지 않고 잼있게 봤는데   애니메이션 내용 치고는 설화라 그런지 내용이 좀 무거웠어요 ,가구야공주 이야기
대나무숲에서 태어난  달에서 온 가구야공주  인간세상에서 그 무엇의 어쩌면 행복과 진정한 인간의 인생을 위해 지구에서 태어난 달의 아이지만  결국 생각지못한 인간의 고통과 탐욕에 휩쌓여 결국 달로 돌아갈 수 밖에 없다는   기구한 인간의 삶을 가구야공주를 통해  이야기하고 싶은 것일지 모른다  ,가구야공주 이야기
잔잔한 감동,가구야공주 이야기
제가 참여했던 작품이라 보고 왔어요  너무 그림이 어려워서 울면서 그렸었는데    고생한 보람이 있는 아름다운 그림이었어요    주제가 음악이 특히 아름다워요  ,가구야공주 이야기
하늘과 땅  그리고 해  별  달  지구 이 모든 것을 위해 우리는 조화롭게 살아가죠  넘 감동적이고  재미있는 영화였습니다  정말 살아있다는 것  살아있다는 즉 존재한다는 느낌과 생각을 가지고 살아간다는 것  살 수 있다는 것 자체가 넘 행복한 것 같습니다    ,가구야공주 이야기
수묵화 같은 영상에 메시지는 더욱 강화된    역시 지브리군요  일본에서 내려온 이야기를 바탕으로 했지만 인간은 살기 위해 태어난다는 쉽고도 어려운 진리를 이야기합니다  불교사상에 초점을 맞춘 결말이 그걸 말해줍니다 ,가구야공주 이야기
슬퍼요    하지만 좋네요  ,가구야공주 이야기
상영관수가 적어서 먼곳에서 보고왔는데 영화는 정말 잘 만들었네요   ,가구야공주 이야기
그림이 너무 아름다워요  ,가구야공주 이야기
영화 너무 좋더군요   ,가구야공주 이야기
한폭의 수채화를 본 느낌,가구야공주 이야기
일본 전통을 물씬 느낄 수 있어서 좋았습니다 인물의 감정에 따라 화풍이 변하는 것도 신기하더라고요 음악은 히사이시 조가 맡아서 정말 좋았습니다,가구야공주 이야기
이거 왜이렇게 상영관이 적음  상영관 잡을 능력없으면 수입하지를 말던가    ,가구야공주 이야기
바람이 분다만 없었어도 매우 주목을 받을만한 영화인데요     ,가구야공주 이야기
평소에 애니 무척 좋아하는데 가구야공주 이야기도 기대됩니다 ,가구야공주 이야기
호비영화중 최고라고 생각함요       보다가 같이 울긴처음     성우들 약간 노래 어설프게 하는게 매력있는데  노래도 제일 잘만들어졌고 후크송 많고     너무 좋아서 평점올릴라고 로그인까지 했어요   호비시리즈중 괜찮은건 동화나라정도 ,호비와 쿠우의 어드벤처 : 고래의 노래
  이거를 보라고 만들었냐  번역이 개망인 것도 안습인데 노래부르는 성우들 음이탈 작살이다 번역을    대학생한테 용돈주고 초벌한 다음 그대로 썼냐  음 하나에 너댓자 들어가는 거 기본이고 노래만 나오면 성우들 못소리 떨리고 음이탈 지랄나고 아주 지랄도 풍년이다   희야님 외에는 홍보기획사에서 달았냐  아이챌린지 직원들이야   애는 중간 중간 재밌다고 까르르대지만 너무 엉망이라 안보여주고 싶다,호비와 쿠우의 어드벤처 : 고래의 노래
정말 평점을 이해하기가 힘드네요    호비를  년간 봐온 우리딸과 친구들  살 꼬맹이들과 같이보구왔는데  대체 무슨내용인지 어디서 교훈을 얻고 재미를 느껴야하는지 전혀 모르겟더군요 정말 시간때우기위해서 전혀 연관성없는 캐릭터들 나와서 노래만하는데 노래가 얼마나 지겨운지 애들두명은 자고 에효  이걸돈주고,호비와 쿠우의 어드벤처 : 고래의 노래
아들 둘 델꼬 코엑스에서 봤는데 엄청 재밌다고 난리네요     ,호비와 쿠우의 어드벤처 : 고래의 노래
조카가맨날호비학습지 하고있던데 이거보러가야겠네욬    저도저메가폰갖고싶네욬    ,호비와 쿠우의 어드벤처 : 고래의 노래
쿠우 인형으로 나오면 내가 당장 산다  진짜 귀여움 내 친구 동생이 좋아하는 쿠우가 개봉하다니 친구한테 알려줘야지,호비와 쿠우의 어드벤처 : 고래의 노래
언제봐도 넘 따스한 애니  ,극장판 날아라! 호빵맨 : 바나나섬을 되찾아줘
                                           ,극장판 날아라! 호빵맨 : 바나나섬을 되찾아줘
호빵맨 짱 ,극장판 날아라! 호빵맨 : 바나나섬을 되찾아줘
귀요미 호빵맨   빨리 보고 싶어요,극장판 날아라! 호빵맨 : 바나나섬을 되찾아줘
일단 조동인 연기가 너무 별로  알고보니 아버지빽    진짜 김뢰하 박원상 등 열연이 아깝다 중반부터 내용도 너무   년대스럽   신의한수랑 비교하는 애들 웃김     탑골끼리 옹호해주나  점은될것같은데 평점조절  ,스톤
기대가 컸던 탓일까   ,스톤
재미있지만  초보감독 티가  어색한연기자도 많구요,스톤
신의한수 보다 더 재미있게 봤네요    ,스톤
볼만하네요,스톤
재밌어요 몰입도도 좋궁  ,스톤
조폭두목이 바둑에 빠져서 신선놀음 하다가 칼맞아 죽는다는얘기 하지만 바둑은 전쟁시뮬레이션 게임이라는걸 모르는 감독의 무지,스톤
마음 무거운 돌이었음 잘봤습니다 ,스톤
조동인이 감독 아들인겨  어쩐지 저 연기루 주연이 어떻게 됬나 싶었다 조동인 연기 빼구 다 괜찮은 영화다,스톤
조 나 재밌네    이걸 이제 보다니    집중력 최강인데  ,스톤
 ,스톤
바둑영화의 진수임  진심 신의 하수같은 영화가 바둑영화라고 하지마라  신의 하수 따위와는 비교를 하지말자,스톤
신의한수따위를 바둑영화라고 하지마라 제발  바둑영화 보려면 이영화 봐라,스톤
만들다 만 것 같은 영화  이야기의 흐름이 끊긴 건 완성된 원작이 없다는 건가 ,스톤
초중반까지는 괜찮았다 ,스톤
나름    ,스톤
김뢰하님의  남해역이  잘 매치가 되었고    인걸역의  현실감있게 잘 와닿았고  박민수역은  매력이  쩔었어요  바둑을  전혀 모르지만  배우고  싶다는 호기심이 자극되네요 스치듯  가볍게 봤지만   남편한테  추천하면서  진중하게 다시  보려합니다  ,스톤
첫 단추  첫 걸음  첫 수를 잘못 두면 모든게 엉망이 된다  시작부터 꼬였으니 끝은 보나마나다  시작과 끝 사이에 중간이란 없다  시작을 했으면 끝을 봐야 한다  우선 누가 판을 흔들고  누가 판을 지배하는가  내가 만든 판이 아니면 여기서 빠져야 한다  상대와의 수 읽기가 시작됐다  한번 초 읽기에 몰리면 거잡을 수 없이 휘둘린다  내 패를 들키는 순간 여기서 끝이다  ,스톤
이길 수 없는 상대  그런 존재가 한 두명이면 어찌 해볼 텐데  무너질 때마다 땅마닥에 쳐박히는 것 같다  흙과 돌을 뱉어낼 때 느끼는 씁쓸함  나는 왜 안 될까  붙을 줄만 알지 승부낼 줄 모르는 풋내길까  계속 몰아야 할지  다른 수를 찾아야 할지 시간에 쫓긴다  똑같이 한 수를 놓아 가는 건데  돌을 지킬 수가 없다 ,스톤
뻔한 스토리   단역배우들의 연기가 어색하다,스톤
   채널에서  부 본 소감  볼만합니다  평작이상  ,스톤
주인공 발음이 별로인것빼곤 다 좋음,스톤
신의 한수 보다 바둑의 본질에 더 다가선 영화인데 관객수는 신의 한수와 너무나 많은 차이가 있다  본질 보다는 껍데기에 치중한 우리 시대를 보는 듯,스톤
   독립영화에서 엊그제 봤는데 조세래감독을 처음알게됐는데 첫작품이자 마지막 유작이이었네요 영화 중간중간에 감독님의 내공이 느껴지긴했지만 첫작품이어서인지 완성도는 조금 떨어지는것같았습니다  더 많은작품을볼수있었음좋았을텐데   돈을 쫒지말고 수에 집중하라는 대사가 기억에 남네요 재밌게잘봤습니다,스톤
오랜만에 좋은영화 봤습니다,스톤
바둑보다  어려운것이 인생이거늘,스톤
소재는 좋은데 무리한 설정들이 난무 김뢰하씨의 연기력만이 남았던 영화,스톤
깡패 이야기 말고는 스토리 전개를 못하는 한국 작가들의 수준과 한계  바둑두다 야구는 왜하냐  사람 대가리가 야구공이이냐 ,스톤
스타마케팅이 아닌 내용으로 승부한 영화  정말 재미있습니다  과한듯 과하지 않고 부족한듯 부족하지 않은 영화    ,스톤
이 영화 색깔 있다  유명 배우를 앞세워 관객을 희롱하는 영화들과는 다르다,스톤
인기배우도 없는데도불구   김뢰하 반원상  연기력 너무  좋다 대사도 착착 달라붙구  스토리전개도 무리없디  한마디로  참 잘만들어진 영화    근데 허접명량엔      만 스톤은 개봉도못했다는데  댕민국 영화판  개판 ,스톤
사롸있눼,스톤
대사 좋네요 바둑몰라도 재미있어요,스톤
잔잔하면서 여운이 남는다  ,스톤
야 소주같은 영화다   죽이네 대사 배우 분위기,스톤
연출  촬영  스토리    급 그 이상은 절대 아니다   칙칙하고   가라앉은 분위기가   영화 끝까지 변함이 없다  ,스톤
감독의 엄청난 내공과 조동인이란 배우의 훌륭한 연기   특히나 김뢰하라는 배우가 이렇게 아름답게 연기하는 줄 그전엔 몰랐다  김뢰하의 발견  탄탄한 시나리오의 감탄스러운 명작 ,스톤
바둑을 배워보고 싶을만큼  강한 흡입력이 있어서 좋았어요  ,스톤
깡패와 바둑   뭔가 둘다   루즈하다   언제까지 깡패영화는 계속 될까나 ,스톤
영화가 너무 현실성을 담보하다 보니 로망이 부족함   그래도 재미는 있는 듯,스톤
잘봤습니다  배우들 연기도잘하고 이야기도 흡입력있네요  이제 고 조세래 감독님 영화를 볼수없어 많이 아쉽네요,스톤
오랜만에 재미있게 봤네요                       ,스톤
여운이 있네요  김뢰하가 저런 연기로 나오다니    세월이란 참   ,스톤
바둑 몰라도 됩니다   재미없는듯 하는데도 계속 보게되고 별거 없는듯한 내용인데 생각많이해보게 되네요 좋은영화인것 같습니다  시간날때 한번 볼만한   ,스톤
조폭세계 설정이 좀 식상한 감이 있지만  스토리나 배우들 연기 모두 괜찮았다  김뢰하 박원상 이분들은 역시 매우 노련했고  조동인은 특유의 매력이 있었다  특히 박원상의 감칠맛나는 연기 아주 좋았음 ,스톤
바둑을 모르는 나도 몰입했다,스톤
뭔가 좀    ,스톤
잘만든 영화,스톤
바둑과 인생에 대한 담담한 전개와 보는 내내 유지되는 극의 긴장감 배우들의 훌륭한 연기  극장에서 보지못해 아쉽다  큰   에서라도 다시 보고싶다 ,스톤
신의한수보다 딱 배는 잘 만든거 같다 ,스톤
무게  속도  여백  온도 모든 것이 잘 어우러져있다 ,스톤
 신의 한 수 가 배워야 하는 바둑의 한 수  폭력이 난무해도 바둑을 활용하는 방식이 신의 한수와는 차원이 다르다  왜 개봉을 못했을까가 아쉬움 짙게 남는 영화  김뢰하의 짙은 눈매와 조동인의 설지만 당찬 연기가 잘 어우러지는  묘하게 스타일리쉬한 영화  수렁에서 겨우 하나 건진 느낌이랄까            ,스톤
러닝타임내내 이어지는 긴장감,스톤
희망하다 욕망하고 절망한다  그러나 다시 희망을 말해야 하는 것이 삶이라는 우리 모두의 숙제  인생에서 있어서 프로는 없다  다만 프로를 지향할 뿐 ,스톤
좋네  억지로가 아닌 자연스러운 교훈  ,스톤
조폭두목의 인생의 깨달음이 바둑속에 잘 녹아들어감  반면 김뢰하의 열연에도 불구하고 조동인의 어색한 연기는 좀 아쉽다,스톤
김뢰하 멋지네 조동인도 연기 잘하고  ,스톤
잔잔함속의 묘한 흡입력과 김뢰하의 엄청난 매력   바둑과 조폭의 적절한 콜라보레이션,스톤
늦었지만 고 조세래 감독의 명복을 빕니다  데뷔작이 유작이라는 게 참 안타깝다  누군 지루하다고 말하는데 난 전혀 지루하지 않다  기교 안 부리고 담백하게 그려낸 감독의 바둑 사랑을 엿볼 수 있어서 참 마음에 드는 수작이다 ,스톤
주인공의 연기가 지루했다    넘 무게를 잡고     스토리도 너무 심파조로      난 그냥 그랬음   ,스톤
잔잔하게 이끌어가는 힘  각기 다른 인생이지만 똑같은 삶 ,스톤
신의한수가 워낙 개판이어서 별 기대를 안했는데 상당히 잘만들었군    인생이 바둑이라면 첫수부터 다시 한번 두고싶다는 대사는 정말 가슴에 와 닿았음    ,스톤
아 시발 졸라 유치하다  뻔한 전개  이걸 점수 준 놈들  어떤 놈들인지 알만하다      ,스톤
묘하게 같은 주제 바둑을 놓고 영화를 만들었지만 신의 한수는 화려한 복수 액션이라면  스톤은 방황하는 청년과 조폭세계그리고 바둑를 적절이 혼합하여 칵테일의 맛을 느끼게 해주는 영화  굳이 평점을 주자면 스톤에 손을 들어주겠음 ,스톤
재밌게 잘 봤습니다  신의 한수보다 훨씬 재밌었음,스톤
이 영화를 보고 지루하다고 한다면 그대들은 인생의 여백을 느낀 적 없는 사람일 것이다  인생사 되돌릴 수 없는 시간을 두고 그 공허함에 한번쯤 회한을 느끼게 될때 이영화를 제대로 볼 수 있을 것이라고 본다  개인적으로 이 영화는 최고의 영화다  지루함  그런거 없다  고독을 즐길 시간도 부족할 정도의 시놉시스다 ,스톤
오  바둑이야기와 조폭이야기를 조금씩 섞어 놓았는데 이렇게 흥미있다니     ,스톤
김뢰하가 맡은 역 멋지네  다만 이 영화를  번 이상 보기 힘든 이유가    마지막으로 갈수록 좋아하는 캐릭터 김뢰하 가 안타깝게 비참해지는 것 때문에 두번 이상 보기가 편치않다  인생 살면서    아버지 같이 따뜻하게 대해줬던 은인이 무너지는 모습에 너무 씁쓸하다 ,스톤
신의한수가 헐리우드식 영화라면 이영화는 뭐랄까 좀 우울한 유럽영화 느낌이었다,스톤
재밌고 볼만하네요  배우들한테도 정감가네요 ,스톤
영화는 이렇게 만들어야지   ,스톤
명랑이나 군도 따위는 상대도 안되는 명작이다     근래에 영화다운 유일한 영화다     대사 하나 하나가 와닿는다,스톤
연기 잘하는 조연배우들 많이 나와서 재밌게 봤습니다,스톤
액션이나 화려함 면에선 신의한수가 한수 위지만 영화 전체적인 면에선  이 영화가 더 좋다  조연들도 다 좋아하는 배우들이구   ,스톤
신의 한수는 영화적인 재미가 있었다면  스톤은 현실적인 재미가 더 부각된 작품같네요  ,스톤
신의한수 보다 모든면에서 낫다    역시 마케팅인가   ,스톤
저예산 같은데 이정도면 훌륭하다  가성비로 따지면 신의한수보다 낫지만  제작비빼고 보면 당연히 신의 한수가 낫죠 ,스톤
엥    이거 영화에요    신의한수는 뭐에요    ,스톤
우울한 느낌이 쭉 이어지는 비루한 내용의 시놉  인생에 대해 많은 것을 생각하게 만드는 바둑을 주제로 대사들이 하나같이 모두 많은 생각을 해서 만든 것 같다  내용이 신의 한 수에 비해서 밝지 않아 영 찝찝하다 ,스톤
첫수를 잘못 둔 남자가 들려주는 잠언들,스톤
격렬한액션신의    신의한수보다          ,스톤
바둑판에 자리하지 못하고 나뒹구는 바둑알 같은 인생  김뢰하를 다시 보다 ,스톤
정말 재미있었다  흥행에 실패했다는게 아쉽다  미생같은 느낌     ,스톤
믿고 보는 연기파 배우들이 나와서 잼나네요,스톤
세련되고 화려하지는 않지만  인생의 묘미를 느낄 수 있는 꿈같은 대국 한 판 ,스톤
재밌네    연기 정말 리얼하네 ,스톤
역시    지루함은 점수를 깍아 먹는다  ,스톤
인생에 있어 수를 다시 두고 싶은 남자와 좋은 바둑 실력을 가졌지만 자칫 엇나갈수도 있었던 소년이 동반 성장하는 스토리라고 정의할수 있을것 같습니다  두 사람이 함께 바둑을 두며 서로에게 필요한 존재가 되어가는 순간들이 좋았지만  좀 단조롭다는 느낌이 들어서 아쉽네요  조동인  앞으로가 기대되요  ,스톤
지루함은 어쩔수 없다,스톤
등장인물의 행동과 사건에 개연성이라고는 눈꼽만큼도 찾아 볼 수 없다  한마디로 형편없는 시나리오요 연출력이다  게다가 영화는 온통 싸구려 감상으로 가득차 있다  처음부터 끝까지   ,스톤
전 영화보면서 김뢰하 역할에 오광록을 생각했는데 우정출현으로 나와서 깜놀했다는   그런데 김뢰하의 연기에 굉장히 잘 어울렸다는   박원상 연기는 늘 좋고  조동인도 연기 좋으네요   참  그 학생 연기 기대됩니다   ,스톤
바둑을 모르는 사람에게 바둑을 알리려는 노력이 없다  깡패영화에 바둑을 도박처럼 접목시켰는데 고수가 왜 고수인지  전혀 배려가 없다  단지 바둑 좋아하는 깡패와 엮인 바둑 잘 두는 젊은이와 깡패의 권력타툼과 살인   돈 주고 보기엔 아깝다 ,스톤
마무리는 좀 아쉬웠지만   기대이상임  ,스톤
인생이 바둑이면 첫수부터 다시 놓고 싶다    ,스톤
평점 점대는 아님,스톤
바둑두는 건달이라   나름 잼나게 잘봤다   ,스톤
간만에 본 수작     해바라기 같이 무심코 봤다가 마음에 남는 영화    특히 배우들의 연기는 그 보다 더 했다      와우  ,스톤
마케팅만 잘됐다면  백만은 거뜬히 들었을 듯,스톤
만약 유명배우가 열연 했다면 유명세가 오래 갔겠죠 나름 조연급 배우들로 잘 찍었다는 생각이 듭니다 마지막 돌은 어디로 두었을까 ,스톤
기대 이상      ,스톤
명대사를 위한 영화   담백하지 않은 탁한 느낌 너무 탁해 니글거리기까지 한다  두서없는 대화들의 향연,스톤
소재와 이야기의 배경을 보면  내용이 대충 어떻게 흘러갈지 예측이 되는데  예측이 전혀 빗나가지 않더라  포스터의 등장인물 중 누군가는 극중에서 안좋은 일을 겪을 것 같다 라는 게 내 짐작이었으니까   그것만 제외하면  연기와 연출은 멋부리지 않고 담백하니 참 좋았다 ,스톤
신의 한수가 거칠다면 스톤은 담백한    맛없는 날것보다 차리리 심심한 맛이 낫다 ,스톤
굉장히 흥미로운 영화   몰입도도 훌륭하고   역시 마케팅에서 밀린건가     훌륭햇는데 ,스톤
 정말 인생이 바둑이라면  첫 수부터 다시 두고 싶다  김뢰하의 대사가 가슴 깊이 진하게 울린다   조배우도 절제된 연기에 박수를 보내고 싶다,스톤
조동인 뢰하씨 연기력 좋아요   슬퍼요  ,스톤
연기가 좋아서 그런가 재미있게 봄,스톤
호흡이 좋네요  몰입도도 좋고   ,스톤
조동인 이 어린배우의 이름을 기억하자  먼훗날 훌륭한 배우가 돼어있을 것이다   ,스톤
으외로 명작  ,스톤
즐겁게 보았내요   연기력 좋은 배우들이 나오니 즐겁내요,스톤
흡입력은 좀 떨어지지만   흔한 조폭미화시키는 영화가 아니라 인생막장이라는 조폭새끼들이랑 인생의 축소판이라는 바둑을 잘 믹스시킨 괜찮은 영화라고 생각함   특히 영화의 명대사들이 이 영화가 주는 메시지들의 키포인트인데 김뢰하씨의 차분하고 분위기있는 목소리때문인지 계속 여운이   ,스톤
영화는 조금 심심한 느낌이다   강렬한 임팩트가 부족하다는 생각  하지만 너무 자극적이지 않아서 오히려 편한 영화이지 않았나 생각한다   영화의 전체적인 내용에서 박원상씨의 역할과 연기는 정말 칭찬해 주고 싶다 ,스톤
결말 아쉽다  액션 을 바둑 소재 로 많이 못살려서 아쉽다   몰입도 좋고  정말추천하는영호 ,스톤
전체적으로 재미있는 영화였네요  스토리가 조금 미흡할지 모르지만  총 평점은 높게 주고 싶네요,스톤
바둑 모르는데 재밌게 봤어요,스톤
신의 한수를 보기전에 보면  좋은 영화    바둑세계에대한   명과 암    여태까지 보지 못했던 조현들의 반란이다  연기도 괜찬치만  평점을 좀  기기엔 아쉽다   ,스톤
내가 좋아하는 타입의 영화는 절대 아닌거 같다  바둑 소재에 거기에 조폭까지    영화가 생각보다 지루하진 않지만  줄거리가 흥미가 없고 영화엔딩이 전혀 궁금하지 않은 영화라 그런지 몰입도는 제로였던거 같다  ,스톤
좋다  바둑을 바둑계를 바둑을 주제로 한 컨텐트를 김뢰하를 좋아한다  예고편을 보고 이상하게 끌려서 보고싶었지만근처에 상영관이 없어     로 이제야 봤다  오랜만에 본 시종일관 진지한 분위기의 영화다 ,스톤
괜찮게 봤는데 후반에 좀 지루했네요,스톤
바둑을 잘 몰라도 볼 수 있는 볼 만한 작품  김뢰하의 모습이 새롭다,스톤
반상을 디딤돌 삼아 인생을 탐구한다  연기자 한 사람 한 사람이 별처럼 빛난다  다만  하필 조폭일까   ,스톤
저한텐 지루하네요    힘들었음 ,스톤
욕탐불승  상업영화로는 아쉽고 독립영화로는 넘친다  잘 짜여진 시나리오라는 바둑판 위에 배우라는 돌이 조금 아쉽다  남해의 죽음은 잘못 둔 한 수라는 생각이 든다 ,스톤
담백하고 일관된 톤의 연출이 맘에 들지만 신선한 조폭이야기를 찾는건 역시나 어려운일  김뢰하를 다시 봤고  감독의 새로운 영화를 볼 수 없다는 것이 아쉽다 ,스톤
아빠와 아들같은 제자와 선생님의 관계,스톤
세련되진 않았지만 투박하고 담백하다  ,스톤
좋네,스톤
영화의 깊이가 있다 ,스톤
신의 한 수  접어라    스톤의 복기야말로 인생을 위한 한 수   ,스톤
소재 잘 잡았습니다 ,스톤
좋네요,스톤
재미게봐네 뭔가 남는영화,스톤
괜찮은 영화   흥행이 안되어서 그렇지    신의 한수보다는 인생에 도움이 될듯,스톤
볼만함 ,스톤
잘 만들었음 ,스톤
명작이다  바둑이란 소재 만큼이나 영화속에 숨겨진 감독의 메시지를 찾는 재미가 있는 영화  김뢰하의 연기에는 거품 없어 영화가 끝난 뒤에도 여운을 주고  인생의 기로에 있는 김뢰하와 조동인에게  인치의 시점에서 우리 사회의 메시지를 대변하듯 날카롭게 대사를 던지는 박원상의 연기또한 박수 ,스톤
글쎄   바둑이라는 소재로 인생을 말하고자 하는 바는 좋은 시도인거 같긴 한데  세련되지 못하게 연출한 거 같다  사실 영화가 말하고자 하는 바도 와닿지 않아서 개인적으로는 별로였다   ,스톤
재미지다  꼭 봐라 ,스톤
오랜만에 좋은영화 잘봤습니다,스톤
  ,스톤
볼만하네 ,스톤
역시 한국,스톤
맛깔나는 대사와 배우들의 자연스런 연기  조연들로 출연한 까메오들도 반갑다  어깨 힘이 들어가지 않고 한숨 쉬고 들어가는듯한 그 연기가 좋다  ,스톤
 ,스톤
배우들의 캐릭터 연기가 좋았다 ,스톤
잔잔한 인생 드라마    감독의 유작이고  그 아들이 주연이라니 놀랍네 ,스톤
이 정도면  급 영화중 최고다   두고두고 케이블에서 상영해도 괜찮을 영화  ,스톤
참 좋은 영화네  배우들 연기도 그렇고 대사들도 다시한번 생각하게 하는 훌륭한 영화다 ,스톤
바둑을 둘 줄 아는 사람이라면 한번쯤 볼만한 영화,스톤
인생에 대한 고찰이 돋보이네요  볼만한 영화  ,스톤
연기좋고  분위기 좋고 무엇보다 좌절감을 극복하게 한다  혼자볼 영화,스톤
아동 수준이기 하지만 어떤 연령대를 위한 것인지  그래도 재미있다 ,로코왕국의 전설: 엘프킹을 찾아서
애들보다 제가 더 재밋게 보고왔네요     ,로코왕국의 전설: 엘프킹을 찾아서
아벨이 짱 귀여워여  홍홍 제 조카도 너무 재미있게 본 것 같아요  추천추천 ,로코왕국의 전설: 엘프킹을 찾아서
귀엽고 다양한 캐릭터들 잼나네요  ,로코왕국의 전설: 엘프킹을 찾아서
캐릭터 완전 귀여움  극장 가니까 뺏지랑 노트도 주던데 너무 좋아요,로코왕국의 전설: 엘프킹을 찾아서
캐릭터들이 엄청 많음 그래도 애들이 너무 좋아함   ,로코왕국의 전설: 엘프킹을 찾아서
캐릭터들이 다 예쁘고 귀여운 건 아닌데  어쨌든 맘에 드는 게 한 두개씩은 꼭 있다는 거   애들이 되게 좋아하네요  ,로코왕국의 전설: 엘프킹을 찾아서
친척동생 보여주려고 데려갔는데 계속 캐릭터 이야기 하느라 바쁘네요   어른 같이 봐도 재밌어요  ,로코왕국의 전설: 엘프킹을 찾아서
캐릭터가 애들이 좋아하겠어요 원색 화려하고 액션도 굿,로코왕국의 전설: 엘프킹을 찾아서
조카들이 굉장히 좋아 할만한 캐릭터네요 같이 꼭 보러가고 싶네요,로코왕국의 전설: 엘프킹을 찾아서
잼있을꺼 같아요  개봉 기대되네요   ,로코왕국의 전설: 엘프킹을 찾아서
후후후후 조카들이 많이 좋아할거같아요,로코왕국의 전설: 엘프킹을 찾아서
