reviews,titles
어르신들의 지금의 모습은 어쨌든  저분들의 눈물겨운 고생과 희생이 있었기에 오늘날 대한민국과 젊은이들의 삶이 있는거죠 ,국제시장
눈물이 아니 나올 수 없었다 ,국제시장
전 국민이 봐야 할 시대극 ,국제시장
황정민이 이렇게 연기를  잘  하는지       천만 관객  대표  배우  입니다   황정민  짱   ,국제시장
수고하셨어요  그시대 아버지모두,국제시장
영화 보고 느꼈습니다    대 이상 어르신들이   대한민국을 있게 해주셨다는 것을      근데 종로 앞에서 태극기 부대만 안하시면 얼마나 좋을까요 ,국제시장
연기최고,국제시장
너무 비슷한 한국판 포레스트 검프,국제시장
볼만한데,국제시장
 ,국제시장
훌륭한 연기에 감동   ,국제시장
억지감동      쥐어짜내는감동    ,국제시장
포레스트검프 한국 리메이크작 잘봤습니다 한국인의 정서에 맞게 각색한 부분이 너무 좋았어요 앞으로도 정식으로 계약을 쳬결하고 리메이크를 만들어 주시길 바랍니다 윤제균 감독님 대놓고 베끼고는 그게 아닌척 하면 너무 비열하잖아요   그동안 중국 욕하던 제가 이 영화를 보고 국뽕에 취하기는 커녕 대놓고 민망해지긴 처음이네요,국제시장
진짜 인생영화,국제시장
이거보고 포레스트 검프보고 이거 다시봤더니 스토리 거의 비슷한거 알게됨   명작이라고 거의 카피해서 영화 만들엇구만,국제시장
개봉때 극장에서 보고 넷플에 신작으로 나와서 다시봐도 감동적이네 하다가   년작 포레스트 검프보니 웃음만 나오네요  새삼 봉준호 박찬욱 감독이 얼마나 대단한지 생각하게 됩니다  ,국제시장
이 영화를 보시면 꼭 우실 겁니다  내용이 많고 가득 찬 스토리예요  결말까지 보면 주인공처럼 긴 모험을 갔다는 느낌이 납니다    프로덕션      스토리      재미     ,국제시장
     사변에 뜻하지 않게 가장이 되어서  가족들 먹여 살리려 학업도 포기하고  줔으라 돈 벌어 일하고  파독 광부에    베트남 전쟁 군수업까지   자기만의 인생을 살아라는 말이 생각나네   근데 유노윤호는 진짜 레알 갑툭튀 뜬금이었다   니가 왜 거기서 나와      그리고 광산에 갇렸을때 기절해 있던  황정민 깨울때  니가 줔으모 니 어마이랑 니 동생들 누가 돌보노    빨리 일어나라  글베이 자슥아     개웃김   앙드레 김  남진은 깨알  ,국제시장
신파가 너무 많았다  상업영화라 어쩔수없겠지  제한된 시선에서 바라본 한국 근현대사  한 인물의 관점에서 그려본 영화  천만영화란 이런 것  재미는 있다 ,국제시장
영화는 역사  한국판  포레스트 검프인가요   이북이 고향인 아버지는 눈물 흘리며 공감  아이들에게 현대를 알리기에 좋은 영화입니다 ,국제시장
할아버지 할머니 세대들의 고난과 아픔을 이겨내는 모습을 보며 가슴뭉클하고 저절로 존경심이 들었습니다  덕분에 저희가 이런 세상에 살 수 있었네요  그 분들의 노고에 깊은 고마움을 느낍니다 ,국제시장
추억속으로 빠져드는 영화,국제시장
난 이때 태어나지도 않았지만 향수에 젖는다,국제시장
국제신파,국제시장
     에서 지금보고있음  몰입도 짱  보면서  눈물 너무 많이 흘림  ,국제시장
영화가 수준은 낮지만 우리부모님의 영광을 위해     ,국제시장
까대기만 하면 마치 지식인 인것처럼 우쭐대는 좌파쓰레기 감성자 들이 많다    우리  할아버지 아버지시대 세련되지 못하고 무식할지 몰라도 열심히 사셨다  너거들이 그 시대 살았다면 벌써 망했다,국제시장
부모님 세대에 보내는 헌사를 이렇게 수준 낮은 영화로 만들다니     울음을 유발할지는 몰라도 깊은 인상을 주지는 않는다  더 나은 감독의 아래에서 만들었다면 ,국제시장
베리굿,국제시장
이산가족찾기보며 울면서 밤샌게 엊그제같은데  우리생애 최고의 한국영화 ,국제시장
수준 떨어지는 한국판 포레스트 검프  하지만 전후 우리의 어머니 아버지 세대의 힘든 삶을 다시한번 생각하게 만드는 영화,국제시장
    년      전쟁과 월남전쟁과 고생하면서 오신 우리 할아버지와 할머니 감사합니다   믿음의 선배들이 계셔서 오늘 우리나라가 다른 나라에서도 기죽지 않는  주눅들지 않는 나라가 되었습니다  감사합니다  고난의 역사 아픔의 역사  잊지 않겠습니다  후손들에게 바른 역사를 가르쳐서 부끄럽지 않은 후손들로 보살피겠습니다  감사합니다  ,국제시장
감동적이네요   배우분들 연기실력 댑악댑악 ,국제시장
약간의 기대를 하고 보았지먄 역시 실망스러웠습니다    년대에서   년대까지의 일들을  짜깁기 식 으로 이것저것 주어서 붙여 놓았더군요  한 가지 사건 만으로 탄탄한 구성의 작품을 만들어 냈으면  하는 아쉬움이 남습니다 ,국제시장
훌륭한 영화입니다  ,국제시장
아버지 할아버지 세대들의 고난과 아픔의 삶에 눈시울이 붉어진다  살아남는다는 거 산다는것이 어떤건가 다시 한번 생각해보게 한다  가족애 형제애 우정을 따뜻하게 잘 그려낸 영화 ,국제시장
눙물나 마니,국제시장
이게 한국 영화계 일류감독과 배우의 수준  사건에 파묻혀서 사건만 나열한다  한국 감독은 매 끼니를 눈물을 흘리며 비빔밥만 드시는건지  도대체가 미학은 눈씻고 찾을래야 찾을 수가 없다  관객 수준은 또 어떤가  살아남은 자들의 비열한 논리로 점철  ,국제시장
아픈  찡한    우리의 또 하나의 이야기,국제시장
마른 눈물 다시 짜내는   세기 감정과잉 가족 신파  ,국제시장
오늘 우리가 누리는 호사는 그분들의 피와땀 덕분이다  내 아들  손주도 언젠가는 내가 흘린 피와땀으로 호사를 누리겠지  억울한게 아니라 자랑스럽고  다행스럽다  감사합니다 ,국제시장
감동실화,국제시장
    ,국제시장
가족들과 꼭 봐보자,국제시장
국가란 누군가의 피와 땀으로 만들어진다  나라가 어려울 때 허리띠를 졸라매고 금모으기를 했던 건 힘 없고 가난한 국민들이다  그것은 어느 시대나 마찬가지다  ,국제시장
할아버지 할머니 새대 아버지 어머니 새대의 아픔을 조금이라도 이해할 수 있었던 영화 정말 감사합니다,국제시장
아니야,국제시장
   ,국제시장
우치 역사를 다시한번 기억할수있었어요  슬프고 재미있고 즐거웠어요,국제시장
좋은 영화네요   ,국제시장
미화,국제시장
최고의영화,국제시장
억지신파이긴 하지만 재미는있슴,국제시장
아버지엄마 보구싶다,국제시장
우리들의 아버지가 살았던 시대 그리고 현재 나의 삶을 돌아보게한다,국제시장
영화보다가 감격해보기는 처음이네  최고   ,국제시장
극한 알바도 그렇고 국제시장도 그렇게 제목과 스토리가 따로 떨어져 있다는걸 느낍니다 국제시장이라 함 그 시장만의 역사와 기쁨 슬픔 희망 이렇개 되어 있어야 하는데 전쟁이나 결혼 기본 적인 스토리만 추구하는 듯하고 감동스럽긴 하지만 볼 수록  점점 더 국제시장이라는 제목과 동 떨어지는 스토리였습니다,국제시장
유플러스 다시 결제   다시 봐도  서글프다  ,국제시장
너무 한사람의 최악의 인생을 본거같음  물론 그로인해 남은가족의 행복함과 맞바꿀수 있었겟지만    꼭 전쟁고아나 전쟁 피난민으로살았다고 다 독일가진않았고 다 베트남전 가지않았을텐데     하는 점이 공감하긴 어려웠네요   물론 이산가족 상봉에서는 찡한마음이 들었지만  영화이다보니  그시대 그사람들 우리어른들의 삶을 보여주려고 했다는건 알겠습니다   한사람에게만 그 짐을 짊어지어줬다는점이 불편하지만     이렇게 사신분도 아예없다곤 볼수없겟죠   어쨋든 시간이 아까운영화는아니었습니다   고생해서 만든작품 평점 높게드릴게요  수고하세요 ,국제시장
재미는없었어요,국제시장
그 시대때는 나라 자체가 그런형편 이었으니 다 그랬지   이런 국민들을 세뇌시키고 자기들 권력유지에 이용해먹은 세력들이 역시 이 영화를 이용해먹는것과   이런 고생했던 이 분들이 그런것들에게 현재까지도 철저히 세뇌당해선 이용당하는게 너무 분하다 ,국제시장
잘봤어요,국제시장
네,국제시장
       ,국제시장
글쎄      이후 부터  지금 이 시대까지  우리 부모님들이 어떻게 살아왔는지  어떤 마음으로 살아왔는지  조금은 이해할 수 있는 영화내요  정치적인 것은 모르겠고  그냥  과거에 살아왔던 모든 사람들이  자기 자식들에게만은 고통받으며 살게 하고 싶지 않다는 그런 부모님의 마음을 알거 같아요  하지만  지금은 그 때와는 또 다른 살아가는데 격어야하는 고통은 있네요  어찌보면  살아간다는 것은 힘들고 어렵기만 한 것이 아닌가 하는 생각이 드는군요    ,국제시장
이걸 공감 못한다고  하기싫은거겠지   우리 부모님들이 격었고 나도 그 남은 잔재속에 살았다  나는 너무 어려 울엄마가 이산가족 상봉 방송보고 우는걸 이해못했는데 이제 알겠더라  알건 알아야한다 국뽕이니 신파니 너무 남발하지마라  평론가들 니들은 나이많아 알겠지만 모르는 젊은 사람들도 많다  꼭 그들이 같이 슬퍼할 필요는 없으나 시대를 알고 역사를 아는게 나쁘지 않다 ,국제시장
그 꼰대들이 있어서 너희들이 좀 산다고 폼잡고 산다 과거의 아픔은 그대로 좀 봐주자   대 이상은 정말 공감가는 영화,국제시장
너무 슬펐어요 보다가 몇번 울었어요 ,국제시장
호감가게 만든 한국판 포레스트 검프 ,국제시장
뭔가 아쉬운 영화,국제시장
이딴 국뽕영화가 천만  하기사 디워도 천만보는데 ,국제시장
그냥 신파,국제시장
구역질에 토악질 나는 신파 개쓰레기  이 따위 영화를 영화라고 극장에 걸고 천만 이상이 가서 처보았다  이게 바로 남조선의 수준  그 수준 그대로 답이 없는 남조선   토가 나온다 그것이 결론이다   당최 언제까지 이 따위로 만들텐가     ,국제시장
영화 자체는 참 좋습니다 ,국제시장
볼만함,국제시장
좋았어요,국제시장
아버지 세대하고 말이 안 통한다  이해나 설득이란 게 통하질 않는다  그것 때문에 같이 뭘 하면 내 뜻을 접는 게 차라리 속 편하다  그게 자존심이라고 생각하는 모양이다  그것 때문에 무슨 말이라도 하면 모르면 가만히 있으라는 말을 한다  좋게 넘어가는 법 없고 꼭 상대방을 긁어놓는 듯한 말을 해서 열받게 한다  당연히 고쳐지지 않는다  뭔 놈의 잔소리가 그리 많냐며 쏘아붙인다  차라리 말을 안 하는 게 낫다  세상이 그렇게 만들었고 그래서 아버지 세대들은 나라의 피해자다  ,국제시장
이거는 인정,국제시장
포레스트검프를 능가하는 명작 빵점,국제시장
보기만 하세요 ,국제시장
여행갈때필수 집에서심심할때필수 초 신영호 무료  운 복사                   ,국제시장
 ,테이큰 3
이 시리즈의 오점을 남긴 못생긴 악당팬티 총질하는 안구테러나 그리고 왜 최종보스 악역은 안죽이냐 권선징악으로 끔살 시키고 깔끔한 마무리 안하냐,테이큰 3
뻔한데 재밋네,테이큰 3
스토리가 매우 억지스런  류 영화,테이큰 3
리암니슨이     년생인데 영화설명에 중년이라고 나오네     년이면   살인데,테이큰 3
말드럽게 안듣는 모녀  끝냈어야,테이큰 3
가족을 위해서라면 무적  투명인간  법이고 머고 다 파괴하는 형님   매우매우 진부한 스토리,테이큰 3
딸내미야 뭐 납치에 이골이 났을 테니까     별거 아닌 거라 치고 또 납치가 안되면 테이큰이란 영화가 성립이 안되잖아   러시아 워리어가 리암형 같이 위험한 인물을 왜 그렇게 뜸 들이고 안 죽이다가 지가 죽는겨  뭔 워리어가 기관총으로 리암형을  한대도 못 맞히는 거지  딸내미가 비행기에 타고 있는데 바퀴다리를 부러뜨려 이륙 을 저지한다고  그러다가 마찰열에 의해 폭발할 수도 있는데 서슴지 않고 그 짓을 해  딸내미 사랑하는 거 맞아  안전은 생각을 안 해버리네   이건 나가도 너무 나간 거 아냐   를 만들자니   무리긴 했을 거야   머리 아팠을 거고   무리수를 둘만 하지   연로하신 리암형의 노고와   너무너무 이뻐하는 귀여운 매기가 있기에 용서가 된다    이들은 그동안 열심히 했잖아   ,테이큰 3
나오지 말았어야했다  나오기 전부터 그런 생각이었다  완벽한  편에 먹칠하기,테이큰 3
뭔노무 딸래미가 허구언날 납치당해  자식이 웬수다 진짜,테이큰 3
 편을 누가 따라잡을수있겠어 후속으로 사위이야기 재밌을듯   ,테이큰 3
그래두 잠시 긴장감과 재미는 있더군요    ,테이큰 3
 편은 무리지  그동안 수고했다 ,테이큰 3
굿,테이큰 3
차라리  편 감독이 다시 했더라면 훨씬 나았을걸    ,테이큰 3
헌 냄비 보내면서 지참금  억 안주면 나라도 죽이고 싶은맘 들겠다,테이큰 3
경찰이라고해봐야 뒷북  무능 전형적이지  경찰반장은 뭔 겉멋만잡고 무슨역할을 했는지조차 모르겠음,테이큰 3
리암은 언제다 옳다 ,테이큰 3
흥미진진해서 화장실도 못가고 꼬박 다 봤어요,테이큰 3
호쾌한 무협과 총싸움  그리고 수퍼모델같은 팜케 얀센과 다리가 극강으로 아름다운 메기 그레이스  멋진 리암 니슨을 보는 즐거움이 넘치므로 만점 ,테이큰 3
왜 굳이  편을 만들었을까  ,테이큰 3
늙은 남자주인공의 관절이 걱정되는 영화 ,테이큰 3
캐비어로 알밥만들어 먹기,테이큰 3
요즘 사회에서 가족이 뭘까  아내나 남편  심지어 자식 앞으로 보험 들어 놓고 사고로 죽은 것처럼 해서 돈 타는 사회에서 가족애가 있을까  가족보다 동물한테 받는 사랑이 더 큰 것 같다  따뜻함은 식어가는 것 같고 포근함도 눅눅해지는 것 같다  얼굴에 환한 미소 대신 그늘이  목소리엔 다정함보다 날카로움이  날아갈듯 하던 발걸음엔 족쇄라도 찬 듯 무겁다  진짜로 가족을 흩어지게 만들고 찢어지게 만들고 갈라놓는 건 따로 있다  ,테이큰 3
 점씩이나 준 이유는 두 가지다   첫번째    편   편 내내 거슬리고 짜증났던 발암 캐릭터   레노어를 드디어 감독이 죽여줬기 때문이다    편 이스탄불에서 진작 죽었으면 브라이언 남은 인생이 덜 고달팠을 거다  그리고 친구 샘도 별일 없었을 거고   극 초입부에 시원하게 죽은 거 보고 출발하니까 좋았다    두번째   포레스트 휘태커가 조연으로 나와서 반가웠다  킬링타임용 액션영화  그것도 시리즈  편이나 되어서  뻔한 역할인데도 출연한 것이 놀랍다        부탁인데 이제 그만 만들길   킴이 손주 낳으면 또 납치시킬래  ,테이큰 3
강렬한 액션 좋았다,테이큰 3
나름대로 머 ,테이큰 3
착하게살면당한다 소중한사람들은직접지켜야지,테이큰 3
 편 까지는 역시 무리였네요  곳곳에 무리수가 아주 많이 보입니다  그래도  연작을 완성지었다는 것에 의의를 둡니다  그래도 테이큰은 언제나 중간 이상은 갑니다 ,테이큰 3
경찰의 무능함이 돋보였던 영화,테이큰 3
너무갔다고 생각했지만 막상보니까 재미있었다,테이큰 3
전형적인 딸바보  그래서 샘은 죽은 겨 살은 겨  무엇보다 놀라운 건 전처 남편은 기적의 발모제를 어디서 구한건지   탄에선 분명히 대머리였는디     근데 그냥 쏴 죽이면 될것을 악당들은 주인공한테 뭐가 궁금한지 항상 뭘 물어보다 죽네  ,테이큰 3
볼만했다    회를 능가하는 수작은 아니지만 ,테이큰 3
   ,테이큰 3
자기 딸만 중요하고 그 과정에서 죽어나간 사람들은 어쩔거야    정상참작이 너무 되는거 아니야,테이큰 3
테이큰 영화 중에서는 제일 빈약하다 ,테이큰 3
열받은 아빠를 누가 막으랴   ,테이큰 3
아빠말 역시 역시 잘 들어라     새아빠 엄만 나쁘다는 교훈   ,테이큰 3
 지루하지는 않지만 시리즈를 여기서 끝내는건 잘한것 같다  시리즈가 가면 갈수록 과해지는 느낌 ,테이큰 3
끝날 때 까지는 끝난게 아니다 ,테이큰 3
 편만은 못하고  편보다는 볼만하다,테이큰 3
    ,테이큰 3
 ,테이큰 3
평작 역시  편의 확실하고 잔인한 액션에 비해선 눈길을 얻진 못한다  개인적인 웃음은  편  편  편 아내의 남자수집 결혼취미이란게  좀 웃긴다  ,테이큰 3
 편보다는 선방 근데  편에 비교하자면   패,테이큰 3
테이큰도 이제 그만,테이큰 3
명불허전 리암니슨의 액션은 보기 좋았지만 세월에 다소 무뎌지는듯한 느낌은 어쩔수가   설마 테이큰    ,테이큰 3
 편보다 나은 후속편 없다더니   ,테이큰 3
멋짐,테이큰 3
그래도  냠슨                               ,테이큰 3
테이큰 하고는 비교도 할순 없지만 적어도 테이큰  보단 재미있음  ,테이큰 3
진짜 잼나게 본 영화  리암도 멋진데 친구들도 다 멋짐   인방 완전 좋음 ,테이큰 3
충분히 재미 있음  편보다 잼남,테이큰 3
   ,테이큰 3
더 이상의 속편은 없다   휴   다행 ,테이큰 3
 편보다는 나아졌고  그냥 저냥 볼만한데  딱 킬링타임용이지머  ,테이큰 3
모든면에서 전편과 같은 졸작수준이나  그나마도 스토리는 조금 나아졌다 ,테이큰 3
말도 안되는 스토리가 곳곳에 있지만 뭐 적당한 액션씬들이 들어있으니  ,테이큰 3
드디어 끝났네요  리암니슨아저씨 고생하셨어요 ,테이큰 3
이 정도면 괜찮지   ,테이큰 3
그래도  편 보다 훨씬 좋았습니다      리암리슨 형이 늙어서 액션의 강도가 약한게 흠이지만요 ,테이큰 3
개인적으로 그냥 여기서 시리즈를 멈췄으면 좋겠다  그와 그의 딸이 더 불행한 모습으로 기억되는게 싫다  ,테이큰 3
확실히 테이큰 시리즈는 최소 중간은 간다 ,테이큰 3
환갑넘은 아빠가 이렇게 섹시할 수 있다니 ,테이큰 3
신선도가 많이 떨어졌네  그래도 테이큰 시리즈 또 나왔음 좋겠다,테이큰 3
처음 철없는 딸 찾았을때 그만하지    에휴  이번에 경찰 추격씬에서는 보는내가 다 안쓰럽더만  비슷한 느낌은 인디애나존스 에서 해리슨포드    어어어 저넘들이 어르신을 두둘겨 팬다     ,테이큰 3
경찰차 다 뽀개고 거리를 난장판을 만들고 건물을 날려버려도 아무런 처벌도 안받고 경찰서를 나서는 환타지 ,테이큰 3
전편과 비교안하고 단순히 이영화로만 본다면 꾀 훌륭한액션영화다  난 잼있게봤음,테이큰 3
액션이 깜짝 놀랄 정도도 아니고 시나리오가 무릎을 치게 만드는 치밀함이 있는 것도 아니고 전개도 그저그런 속도,테이큰 3
갠적으로 이시리즈 너무 좋음  딸바보 아부지 케릭터가 좋아서일까  볼수록 정드는거 같음    탄 정도까진 나왔음 좋겟다  이제 속편 없다니깐 아쉽넹   ,테이큰 3
평점은 안좋던데    나는 재미있게 봤음     액션은 이전 작품보다 조금 약한것 같지만 이번엔 스토리에 좀더 치중한듯   마지막에 포르쉐로 비행기 바퀴 충돌할때가 명장면인것 같음  딸 매기 그레이스는  편에서는 귀여웠는데 이제는 성숙미가 물씬  이쁘구만 ,테이큰 3
전처의 남편이 악당이라는 설정은 악수인듯  포레스트 휘태커 캐릭터도 뭐랄까  이건 도망자의 토미 리 존스 급이 되어야는데  이상하게 무게만 잡고 소진되는 허당 캐릭터 느낌  리암 니슨이 환갑이 넘은 나이에도 노익장을 과시하시긴 하는데  이 캐릭터에서 뽑아 먹을게 아직도 남았을까 ,테이큰 3
좋은데   편보다 몰입도가 더해  하지만 테이큰의 추억은 이쯤에서 끝내는것이   ,테이큰 3
딸간수 좀 잘 해라   편에서도 납치될래   편도 만든다는 밑밥을 뿌려놓고 영화 마무으리  ,테이큰 3
  세 노인의 액션 연기에 박수를 보낸다 ,테이큰 3
아아 정말로 테이큰은  에서 끝났어야 했다,테이큰 3
재미없다  액션도 별로고  에서 그만하지  까지해서 이리 말아먹나 ,테이큰 3
 편으로 끝내도록 합시다   ,테이큰 3
감독이 반덜레이 실바네요     ,테이큰 3
그럭저럭      편보다도 못하네     역시  편은 최고였다   ,테이큰 3
스토리 액션 다 별로,테이큰 3
 도망자 도  미션 임파서블 도 되지 못했다  심지어  테이큰 마저 되지 못했다 ,테이큰 3
너무 뻔한 스토리 너무 뻔한 액션 시리즈 마감해야할듯하네요 ,테이큰 3
 편만큼 몰입감은 없네요   하지만 그냥저냥 볼만했습니다  ,테이큰 3
리암 니슨은 늙지도 않는구나   톰은 늙어가잖아 ,테이큰 3
 편은 제대로 좀 만들자 ,테이큰 3
이제는 그만해야 할 때  ,테이큰 3
 편 보단 덜 하지만  편 보단 더 재밌었어요  가족들이랑 재밌게 봤습니다  리암니슨 최고  ,테이큰 3
액션 편집 짜증나네   이젠 액션할 나이는 지난듯   ,테이큰 3
어이 아래         닉네임 쓰시는분 평점주면서 내용울 왜 말해서 영화를 못보게 만들어        아 진짜 짜증나네             개매너네  확 신고하고 싶다  관리자님 아래글 제발 삭제해 주세요,테이큰 3
 에 비하면 한 없이 부족하지만 그래도  보다는 약간 나은거 같기도    에서 그쳤어야 했는데  ,테이큰 3
프랭크 도츨러를 여기서 볼수있었다니    리암 니슨의 나이가 들어도 변함없는 액션신 참 보기 좋았으나 이젠 그를 적당히 보고 싶다 ,테이큰 3
재밌 으요  사람마다 호불호가 있는 듯  ,오늘의 연애
인간 쓰레기 정준영과 류화영이 세트로 나오는 희안한 영화,오늘의 연애
쿠팡플레이에서 보다가 놀라울 정도로 형편없어서 다음영화 평봤다니    맙소사  조금만 일찍 봤어도 시간 낭비 안했을텐데   아깝다  문채원    정말 팬인데  대체 무슨 생각으로 이런 영화를    ,오늘의 연애
쓰레기    ,오늘의 연애
너무 뻔한 로코 영화,오늘의 연애
승기    퐁퐁남이었네    ,오늘의 연애
희진이 전남친 주먹부터 나가는놈 개 싸가지,오늘의 연애
문채원 빼고 흔하디 흔한 로코영화   결말도 뻔했다  ,오늘의 연애
내용이 어수선함 팍팍진도나가는게없고 이리갔다저리갔다 촛점과 임팩트가  없다 문채원의  청순함만 보임,오늘의 연애
굳이 없어도 되겠던데     그부분 빨리감기해도 내용충분하던데 별 개주려다  정  나와서    ,오늘의 연애
하  ,오늘의 연애
꿀잼 ,오늘의 연애
영화관 가서 봤음 진짜 돈아까울뻔   차라리    드라마가 났다,오늘의 연애
으,오늘의 연애
정준영땜시  점줌  ,오늘의 연애
결말이 빤히 보이는 스토리지만 나름 지루하지 않고 재미있었다 ,오늘의 연애
다재밌고 신선했는데  정준 이 나와서   짜증  왜저 개망종    를 캐스팅했는지     빼면  다좋은 로멘틱 코미디 영화답게 잘봤다,오늘의 연애
예고편좀 바꿔줘요 그럼  점 드림 진짜 못봐주겠는 얼굴이 나와서 말이에요   ,오늘의 연애
다시 보니 쓰레기가 나오는 영화였네,오늘의 연애
무언가 아쉬운 연애담,오늘의 연애
 ,오늘의 연애
그냥 여기저기서 듣게되는 연애담 중    정준영의 본질을 꿰뚫어본 감독의 직관력은 짱    ,오늘의 연애
보다가 정준영 나와서 소름   정준영이 들이대는거 문채원이 불편해하는 장면   현실인지 영화인지 싶었음  ,오늘의 연애
이승기연기는 왜이렇게 깊이가 없어보이지,오늘의 연애
오늘 티비에서 봤는데 정준영의 약간 어색한 연기 말고는 정말 군더더기 없는 멜로물이었음  평점과 관객수가 약한게 아쉬워 후기를 ,오늘의 연애
민망함은 나의 몫,오늘의 연애
볼 만 함      ,오늘의 연애
이런 친구와 썸타고 싶다 ,오늘의 연애
이걸 영화라고   기가 찬다 ,오늘의 연애
 ,오늘의 연애
하아   방금 봤는데      참        ,오늘의 연애
작가님들     연애를 해보시고 연애 글을 쓰세요   극중 이승기 찌질해가지고 도저히 못보겠드라,오늘의 연애
 ,오늘의 연애
갑자기 생각나서 다시 글남김  이건 영화가 아님  쓰래기임  시간낭비 마시길  졸라빡침     개똥임,오늘의 연애
완전 재밌던데 왤케 평점이 낮지 ,오늘의 연애
케이블서 해줘서 봤는데 왜 망했는지 알겠더라  공짜로 보는데도 화나던데  성의없는 연출에 발대본 교과서읽는 여주까지 삼박자  그나마 류화영이 이뻤음 ,오늘의 연애
유치찬란 촌스러운 전개   ,오늘의 연애
승기야   ,오늘의 연애
강준수가아깝다    여주라면 당근 강준수선택해야  ,오늘의 연애
확실히 취향을 타는 영화임에는 분명합니다      그래도 저는 재미가 있어서 좋았습니다      결국 사랑은 멀리 있는게 아니라 가까이 있었다는       ,오늘의 연애
영화는 별론데 흥행이 좀 됐네  ,오늘의 연애
그냥 리얼 버라이어티 같은 거 하나 본 걸로,오늘의 연애
좀 비현실적이긴 하지만 개인적으로 이런류의 연애 스토리 영화 되게 좋아함,오늘의 연애
문어발의 미화,오늘의 연애
