reviews,titles
최고,상의원
재미도 없고 감동도 없고  ,상의원
영화관에서 못봤던걸 너무 후회했음    어쩜 그리 다들 연기를 잘하는지   박신혜 진짜 이쁨  ,상의원
예전에 본건데 기억이 안나서 다시 봄 논스톱 액션  ,존 윅
댕댕이는 사랑이지,존 윅
강아지 죽을때 넘 맴찢    ,존 윅
   ,존 윅
둔탁하고 무거운 미국 액션영화   가볍고 빠른 우리나라 액션과는 다른 느낌이지만  그 나름의 재미가 있었던 것 같다 ,존 윅
키아누물    킬러들의 세계관 흥미로운데   촬영을 왜케 못했어,존 윅
개도둑  마지막에 개 훔쳤어   ,존 윅
 ,존 윅
액션     ,존 윅
헛점이 너무 많아   부하들은 언제나 한명씩  차례로 와서 주인공에게 죽음 주인공 죽일 타이밍이 많은데도 언제나 기다려 줌 주인공이 올 것을 대비해 무장한 삼엄한 경비를 세워놨는데 주인공은  어떻게 위치를 알았는지 요충지에 있는 부하들을 죽임 빌런이 자기 아들 죽인 주인공을 잡았는데 주인공을 총으로 쏘지않고 봉지로 질식시켜 죽이려다가 되려 당함 이 모든게 주인공의 아내가 죽은 후 남겨준 개 한 마리 주인공에게 삶의 의미를 줬다고 함 를 빌런의 아들이 죽였기 때문임  빌런을 죽이고 돌아가는 길에 빌런 아들에게 죽은 개 대신에  눈에 들어온 개 한마리 데리고 떠나면서 끝남  스토리 엉 망 주연배우 이름값 빼면   점이면 충분한 영화,존 윅
 ,존 윅
동물보호를 몸서 실천한 귀감,존 윅
 댕댕이를 죽이면 다 디진다     메모완료,존 윅
아트 액션의 시작이 여기였군 ,존 윅
개 건들이거나 죽이는 놈들은 잡아 죽이는 게 답이지,존 윅
그를 건드리지 말았어야 했다 상대를 잘못 고른 적들을 향한 통쾌한 복수 ,존 윅
차라리 만화영화 보고싶다,존 윅
영화에 대사는 필요없어,존 윅
키아누 리브스의 박 터지는 총격전,존 윅
세계관의 본격적 확장 전까진 평범했던 시리즈,존 윅
음   스토리는 없음  자기 차와 개에 대한 복수  킬링타임용으로 좋음 ,존 윅
머리를비워주는 존윅시리즈복습중 평론 개나줘라 폼나는킬러존윅이면 충분하다 ,존 윅
    ,존 윅
개한마리 죽였다고  사람을 이리 많이 죽이나 ,존 윅
킬링타임용으로는       함부로 남의 개 죽이고 차 훔치면    된다는 교훈을 남겨 줌 ,존 윅
신경써서 만들었는데 킬링타임용으로 제격이다 ,존 윅
스토리의 반약함을 메꾸고자   수백명 죽이는 존윅이란   이런 영화 만든 감독이 누군지 까지 알아봤네요 ,존 윅
짜고치는 액션처럼 보이지 않고 확실한 걸작  씨 네마,존 윅
중반 이후로 허술하게 흘러가는 영화 재료만 좋지 사용을 못한다  킬링타임용,존 윅
참 재미있게 봐는데  악녀  리메이크 작이네 이적    영화도 벌벼루없네,존 윅
 편이 난 제일 재밌었다 ,존 윅
  분 보고 남깁니다 뭐 더 할 말이 있을까요 ,존 윅
내용이 좀 무리무리   ,존 윅
이걸 영화라고 만들었어요  이거 추천하신 평론가분도 사직서 쓰시고 자퇴하세요  제발 부탁드립니다 ,존 윅
액션으로 꽉꽉 채웠다 ,존 윅
 편부터 화끈한 액션 너무 좋음   ,존 윅
이것도 영화라고     이건 킬링타임도 아까워,존 윅
개 죽인 놈들 다 나와 ,존 윅
뭘           ,존 윅
다 죽이기,존 윅
더 스피드에서 완전 팬이 되었던 키아누   산드라 블럭이랑 연기한 영화  근데 나이들면서 살이 많이 찌신것 같네   다음 영화에는 다이어트 필수,존 윅
액션이 그렇게 강렬하다고는 못 느꼈네요    배경이 좋아서 괜찮았습니다,존 윅
잼남,존 윅
키아누 리브스 얼굴과 강아지가 귀여워서 점수준다   우리영화 아저씨와 악녀가 잘만든 영화라는 깨달음을 준 영화  ,존 윅
노 일본 노 독일 이라 예스 일본 예스 독일인 존 윅이 점 점 싫어진다능 ,존 윅
명불허전 죽지 않는 존 윅,존 윅
상당히 액션이 볼만하네요  내용이 질질끄는 것이 없어서인지 더 좋았던것 같아요  ,존 윅
올렛 고맙다 첫판 잘본다,존 윅
교훈   동물 학대가 이렇게 무서운 죄다,존 윅
쓰레기,존 윅
조용히 살고자 하는 사람은 그냥 좀 냅둬라  꼭 건드려서 피봐요   스토리가 그닥인데 그냥 저냥 눈요기,존 윅
말그대로 킬러의 액션이라는 정의를 확실하게 보여주는 영화라고 생각합니다   꼭 보세요  ,존 윅
서양 킬러 영화의 힘    강인하고  왜 라는 질문에 확실한 답을 한다 ,존 윅
근 몇년간 이보다 재밌던 영화가 있었나 싶음 아드레날린   이후로 간만에 볼만했던 영화,존 윅
차와개한마리때문에 난장판전쟁 을만드네 영화 자체가 조잡한느낌이난다 그래도 키아느 리브스 이니까 영화를 가려서 찍었으면 명성에 걸맞게,존 윅
시원한 액션에 시간가는줄 몰라,존 윅
키아누도 가슴 아픈 상처가 있는데   존 윅도 개 한 마리 때문만은 아녔을듯 어째 사람 죽는거 보다 강아지 죽는게 넘 안타까웠음  키아누 수트빨 여전히 좋네요 ,존 윅
많이도 죽네     특별한 스토리는 없지만  없어도 되는 액션 오락 킬링타임용 영화는 잼나게 보면 된다  ,존 윅
지능이 떨어지는 빌런,존 윅
완벽한 킬링 타임용 영화,존 윅
허접한 스토리 부실한 냉정함이없는 권총 영화,존 윅
단도직입으로 진행해서 좋다 ,존 윅
전설의     권총 쇼의 시작    ,존 윅
이 영화야 말로 진정한 킬링타임용 오락영화 단순히 총질액션을 보고싶다면 고고 ,존 윅
최고의 액션,존 윅
경쾌한 액션과 깔끔한 미장센,존 윅
원빈의아저씨분위기  원빈씨  반성하셔요 우리의노장키아누아재도몇년사이  탄까지찍었는데    우리아저씨 탄은언제나오나요  이영화를보니더간절해지네요,존 윅
댕댕아  ,존 윅
나도 아저씨 느낌난다 키아누리브스와 원빈의 우수에젖은듯한 느낌이 닮아있는 영화 둘다 만족  ,존 윅
우연찮게도 하이힐 옛날에 보고 오늘 심심해서 한번 더보니 시간 때우기 꽤 괜찮았는데    운명인지 뭔지  바로 존윅    봤는데 우찌 흐름이 일케 비슷해보일꼬   영화는 한국영화가 훨 나은듯하고   개인적은으로는 키애누를 좋아합니다만   감독이 베켰따못하게 배경 인물은 깡그리  다른 설정 허긴 서양이니  제 느낌입니다 저만 그리 생각 되나요 하이힐    몇년후에 보니 좀  다르게 다가오더군요 그때는 차승원이 어색해보이고 징그럽기만   옛날에는 무조건 헐리웃영화를 한국영화가 베꼈다고 생각했는데   세상 많이 변했지요    ,존 윅
개인적으로 영화 보는 내내 다른 한국 영화가 자꾸 생각나게 만드는 장면들이 있어서 솔직히 신선한 느낌은 없었네요  영화 대사 내내 개 한 마리 때문에란 얘기가 나오긴 하지만 사실 그래서 개연성이나 스토리쪽으론 실망이었구요  하지만 클럽에서의 장면이나 총쏘는 장면은 음악과 함께 잘 어울려서 자꾸 보게 되네요  러시아어의 쓰임도 감칠맛을 더해주는 듯 싶었구요                   중에선 제일 마음에 듭니다  ,존 윅
대사할 시간에 총한발 더 쏘는 영화  이런 영화 처음이야,존 윅
끝까지 직진이다 ,존 윅
한국영화 아저씨가 많이 생각나는    ,존 윅
사이버 펑크      덕분에 뒤늦게 정주행 합니다   액션도 좋지만 존윅자체가 너무 멋있네요  ,존 윅
복수를 하는 순간에 주저리주저리 말 따위는 필요없다  탕  탕  탕   별 생각없이 존 윅에 몰입해서  마치 슈팅 게임을 하듯이 즐기면 그만인 영화    세계적인 밈을 유행시킬 정도로 선풍적인 인기   후속 시리즈가 나온 것은 당연했다  ,존 윅
키아노형님 한물간줄알고 안보다가   늦게 봤는데   신세계 ,존 윅
분위기 괜찮고 키아누 나와서 좋은데    스토리가 정말   진부 그 자체 아쉽네요 ,존 윅
그 놈의 개 때문에 시작된 존 윅 유니버스,존 윅
처음엔 이거 뭐지   하면서 영화 끝까지 숨죽이고 보게되는 키아누 리브스 형님의 액션과 총질   키아누 리브스는 역시 총들고 액션해야 멋있음  매트릭스 처럼 무술하는건 영 어색함  암튼 존윅시리즈는 남자들에겐 최고의 영화임 ,존 윅
    접속 무비월드 에서 나와서 보았는데 대만족임 인간 쓰레기 청소 하는게 속시원 하게 보여 주네요,존 윅
       영화는 영화다  주인공은 불사신  복고풍   이 물씬 풍기는 살인은 그런데로 식상하지 않았다 ,존 윅
화려한 액션과 뛰어난 비주얼 스타일  키아누 리브스만이 살려낼수 있는 느와르 ,존 윅
총소리뿐인 장마,존 윅
영웅본색을   만점에  점 준다고 기준하에 이 영화는 나에겐  점,존 윅
복수는 이렇게   ,존 윅
 ,존 윅
단순한데 잼있네      희안하네       미국오빠들 영환 희안하게 잼있게 만들어     편 기대되네 ,존 윅
강아지들의 소중함을 모르고 학대나 쳐하고 보신탕이나 쳐만들고 그걸 또 쳐먹는새끼들은 절대로  이해못할 복수극,존 윅
그참 짜릿하네 총질 영화중엔 단연 최고,존 윅
 존윅 이 그의 대표케릭이 될거라는걸 이때 예감 ,존 윅
키아누 리브스를 멋진액션으로 다시봐서 기쁜,존 윅
신들린 사격술에 간지나는 배우만 인상적,존 윅
액션보는 재미는 있네요,존 윅
중년이 된 키아누리브스도 너무나 멋있구만 그러나 밥 먹는 씬도 없이  숨 돌릴 틈도 없이  끊임없이 적과 홀로 싸워야하는 외로운 존 윅 너무 측은하게 멋있다     명품배우의 명품연기 존 윅,존 윅
잘 다듬어진 이야기는 아니지만 킬러 존 윅의 총싸움 액션 장면은 키아누 리브스를 돋보이게 만든다 ,존 윅
존웍멋있오,존 윅
총 액션 속 시원하네,존 윅
함부로 개를 건들면 집안이 쑥대밭이 될수있다는 교훈을 키아누리브스가  시간 가까이 보여주고 있다    재미는 있다 ,존 윅
시종 총살과 싸움질 남자들이나 좋아할 영화 키아누리브스 순하게 생겨서 살인업자 역할이 전혀 맞지 않는다  격투씬 액션도 느리고 시간 아까움 ,존 윅
최고입니다      ,존 윅
내 소장영화 최고다,존 윅
동양식 액션을 기대했다면 별로  근거리 총격씬은 볼만함      원주고 봤는데 좀 아까움 ,존 윅
 키아누의 나무토막 연기가 오히려 캐릭터를 살리는 신기함,존 윅
존 윅의 개를 건드리면 안 된다는 이유를 알게되었다,존 윅
마치 비디오 게임을 보는듯하지만 전혀 지루하지 않다 ,존 윅
액션장면이 길다고 액션이 좋은 건 아니다   ,존 윅
개 한마리 때문에 조직 하나 몰살시키는 설정  치밀한 준비로 완성시킨 리얼한 롱테이크의 액션장면  최고 ,존 윅
오 예  키아누            ,존 윅
  년대 홍콩영화 보는 줄  ,존 윅
우정  사랑  희생  정의  반전  멜로  눈물  이딴거 할시간에 존윅은 한사람이라도 더죽입니다  ,존 윅
역사상 헤드샷 가장 많이 나오는 영화,존 윅
 ,존 윅
이분 언제 어벤져스에 합류하나요 ,존 윅
명분이 뭔가  아저씨 보다 부실한 미국판 아저씨같은 영화   액션도 한국이 좀더 긴장타게 만든다 ,존 윅
내용과 액션 연기 모두 훌륭  잼난 영화,존 윅
키아누 액션은 존윅으로 시작해서 존윅으로 끝나는듯   ,존 윅
그냥 액션 시원,존 윅
그냥 경쾌하게 시간      할 수 있는 영화     범죄자는 그 댓가를 치뤄야 한다     근데 좀 과한 응징이긴 하다     우리나라는 되려 권력과 부를 가진 범죄자들을 집행유예라는 수단으로 법망을 벗어나게 해주는 검사 판사들이 되려 문제가 심각한데    이런 비리 검사 판사들에게 존 윅이 법의 심판을 해주면 어떨지    ,존 윅
하고싶어요안될까요제발보내드립니다 ,존 윅
원빈이 원조 ,존 윅
요리에 관심 있으면 재밌게 느낄  영화 ,아메리칸 셰프
내스턀은 아닌듯 너무 밋밋하고 지루하고 긴장감도없다 대사만 많고 대사도 강약 이업  다 성공이 이리슈  다면 사는게 낙원이겟지 재미없다,아메리칸 셰프
서양 골목식당 ,아메리칸 셰프
배우이자 감독인   해피 호건이자 아이언맨 감독인    이 형님 대단한 분이셨네    캐스팅도 빠방하고 배우들 연기도 다 좋고 대사도 재밌고 캐릭터 매력도 좋고 가족 요리 스토리에다가 기승전결  개과천선도 좋고 행복을 알아가는 주제까지    두툼한 쿠바 샌드위치마냥 꽉 차고  달콤하고  고소하며 모든 맛이 어우러진 꼭 맛 봐야 할 영화다 ,아메리칸 셰프
좋아하는 배우들도 나오고 요리란 소재로 이야기를 너무 잘 풀어 냈다  ,아메리칸 셰프
그냥저냥   ,아메리칸 셰프
 ,아메리칸 셰프
사람은 자기가 하고 싶은걸 하고 살아야 행복해진다는 교훈,아메리칸 셰프
기분이 좋아지는 영화 ,아메리칸 셰프
도대체 이 영화는 웃기지도 않은 것이 감동도 없고  내용도 허접한게 대체 무슨 생각으로 이런걸 제작했는지 묻고 싶다  이걸 돈주고 사람들이 볼 것이라 생각하며 만든 것인가  확실히 헐리우드는     년 금융위기 이후 망했다  그것도 아주 제대로 폭삭 ,아메리칸 셰프
유명한 배우가 대거 출연  정작 쉐프역은 너무 매력이 없다,아메리칸 셰프
간만에  나에게  작지만 큰 힐링을 준 영화           ,아메리칸 셰프
입 안의 풍미가 마음까지 채우도록 ,아메리칸 셰프
기대없이 봤는데   아들이 우리도 저렇게 살자면서    너무 재밌다고 하네요   와이프도 너무 이쁘고  와우   푸드트럭 하며 여행하며 살고 싶단 생각이   이 영화 보면 쿠바 가보고 싶어져요   ,아메리칸 셰프
굿    내 동생 생각나네  ,아메리칸 셰프
구성은 재미나고 좋아요 하지만 감독님   그렇게라도 그녀와 커플하고싶으셨어요  로이킴보다  배우의 매력이 딸리다니    ,아메리칸 셰프
행복이 맛이다 ,아메리칸 셰프
재미있어요  중남미 문화 음식 음악도 나와서 좋았어요,아메리칸 셰프
가볍게 보는 가족영화,아메리칸 셰프
퍼시같은 아들있음 좋겠다,아메리칸 셰프
로이최 의 고기 푸드트럭 맛보고 만든영화      두달동안 로이최한테 요리강습도 받으셧다는,아메리칸 셰프
나이 먹은 소년이 남자가 되어가는 뻔하지만 찡한 영화 ,아메리칸 셰프
가장평범한것이 가장 창의적인것이다   ,아메리칸 셰프
따뜻한 가족애를 느낄 수 있었던 영화였어요  해피엔딩 ,아메리칸 셰프
가슴 따뜻해지는 영화    그냥 보면 되고 어느새 끝나가는게 아쉬운 영화,아메리칸 셰프
꿀잼,아메리칸 셰프
마지막이 좀,아메리칸 셰프
즐거움과 여운이 있는 시간,아메리칸 셰프
재미도 있고  감동도 있고  볼거리 넘치고 전개 빠르고  순식간에 영화가 끝나버렸네 ,아메리칸 셰프
꿀잼,아메리칸 셰프
그냥 보면 된다,아메리칸 셰프
굿,아메리칸 셰프
굳  ,아메리칸 셰프
          ,아메리칸 셰프
완벽한 스토리  완벽한 요리  요리 잘하는 감독들이 영화도 잘 만드는 덴 이유가 있는 것 같다  ,아메리칸 셰프
굿,아메리칸 셰프
재밌다,아메리칸 셰프
재미있음,아메리칸 셰프
로이최의 실화네요,아메리칸 셰프
너무 좋네요,아메리칸 셰프
보통 영화보면서 뭐 잘 안 먹는데 이번엔 계속 주섬주섬 뭘 먹었다       정말 맛있고 재밌는 영화   ,아메리칸 셰프
너무재밌게봄,아메리칸 셰프
볼때마다 가슴따뜻해지는영화 즐거워지는영화입니다 ,아메리칸 셰프
맛난거 먹으며 미국 자동차 여행하고 온 기분,아메리칸 셰프
마음에 포만감을 잔뜩 채울수 있는 영화 그 샌드위치 먹고싶어지네 추릅 ,아메리칸 셰프
그냥 보고있으면 기분좋아지는 영화 맛깔스런 스칼렛과 로버트 다우니도 볼 수 있는 최애영화,아메리칸 셰프
배고파지는 영화 파스타 먹어야지 ,아메리칸 셰프
아주우 좋아요  음악 연기 분위기 음식  다 좋아 덕분에 미국 여기저기 가보고 싶어졌어요,아메리칸 셰프
기대없이 봤는데 전체적으로 므훗,아메리칸 셰프
샌드위치 먹고싶어지는 영화다  지루하지않았다 ,아메리칸 셰프
보면  배부른 영화,아메리칸 셰프
          ,아메리칸 셰프
참나 정말 멋지고 유쾌한 영화였따  어마어마한 배우들이    까메오로 나온건가  ,아메리칸 셰프
재즈와 요리의 만남이라니 이보다 고풍스러울 순 없다,아메리칸 셰프
볼만 하다  재밌다,아메리칸 셰프
요리뿐 아니라 열정 육아에 대한 생각을 갖게하는 유쾌함이 끝까지 즐겁고 따뜻한 영화 ,아메리칸 셰프
행복하다,아메리칸 셰프
충분했다 ,아메리칸 셰프
            소피아 베르가라,아메리칸 셰프
헤드 쉐프하다가 푸드트럭 거기다가 샌드위치  타코  아로스 꼰 포요스  베녜같은 거 하기가 참 개인적으로도 치욕적일텐데  주인공이 참 쿨한거 같음  한편  헤드 쉐프로 오래 일했으면 저런 아이템을 생각할거라고도 이해함  펑션에 메뉴개발에  스탁테이크에 진짜 스트레스 많이 받는 직업이긴 하죠  참고로  저는 현재 호주에서 쉐프로 일하는 사람이라 이 영화에 동감가는 부분도 많았습니다 ,아메리칸 셰프
램지 반전 아들이 복덩이네,아메리칸 셰프
요리  가족  사랑  맛있는 연기 맛있는 세상 ,아메리칸 셰프
요리에 너무 치중하지 않고 스토리도 보여줘서 적절했던 영화  씨 네마,아메리칸 셰프
요리라는 거 좀 해보고 싶다,아메리칸 셰프
너무 재밌게 잘 본 영화 ,아메리칸 셰프
그날이 그날인 내삶에 자극이 되는 영화였네요    ,아메리칸 셰프
유명인들이 트위터  페이스북  유튜브를 통해 자신의 인지도와 영향력을 과시하기도 한다  그래서    를 할 줄 모르면 원시인이라는 소리를 듣는다  미국 전 오바마 대통령은 트위터 팔로워가  억명 가까이 되고  트럼프 대통령은 팔로워가  천만이 넘는다  팔로워 수를 가지고 자신의 인기를 자랑하기도 한다  그만큼 사진 한 장  말 한마디가 논란이 되고 이슈가 된다     의 장점은 언제 어디서나 정보를 공유하고  늘 새로움을 찾고  빠르게 사람들과 소통한다는 장점이 있다  하지만    에 너무 빠진다면 오히려    는 인생의 낭비가 될 것이다  세상은 넓고 볼거리도 많다  세상 밖으로 나가 새로운 여행을 떠나보자  음식은 직접 먹어보지 않으면 그 맛을 모른다 ,아메리칸 셰프
만점은 아니지만 그렇다고 낮은 점수를 받을 영화는 아니다   어찌보면 뻔한 스토리의 가족영화지만 그 안에 담긴 자칫 무거울 수 있는 이야기를 유쾌한 입담과 흥겨운 재즈로 넘겨버린다  아버지와 아들의 갈등  이혼한 부모를 이해하기 힘든 자식의 마음 등등을 말이다   그리고 무엇보다도 중요한건 끝내주는건 요리  ,아메리칸 셰프
화려한 까메오  넓은 미국을 횡단하며 보여주는 장면의 상쾌함  생활 유머와 잔잔한    도 좋지만 시각과 청각을 총 동원해서 보여주는 샌드위치 및 조리장면이 단연압권  일과 생활에 쫓겨 허덕이며 사는 내 삶에도 잠시나마 주인공처럼 훌쩍 떠나 꿈을 이루는 삶을 소망하게 된 계기를 준 영화 ,아메리칸 셰프
아이언맨  보디가드가  감독   주연까지  자존심  강한 셰프의 자아를 다시 찾아가는  푸드로드무비   감독 친분인지   유명배우들이 많이 나오네요 ,아메리칸 셰프
배고플때 보면 안되는 영화  다소 뻔할 수 있는 스토리를 음식이 눈과 귀를 만족시켜준다,아메리칸 셰프
               ,아메리칸 셰프
요리에 우정과 사랑  여행과 인생을 담아 먹어보자   자식이 있는 사람들은 아이들과 함께 봐도 좋을 듯 ,아메리칸 셰프
스칼렛 요한슨에 로버트 다우니 쥬니어  더스틴 호프먼  엄청난 배우들이 나오는 영화다  난 단지 요리하는 영화로 알고 봤는데 볼만했다 ,아메리칸 셰프
훈훈한 전형적인 미국 감동 드라마 ,아메리칸 셰프
소피아 베르가라를 알게 되다,아메리칸 셰프
아메리칸 셰프는 국내 제목일 뿐 원제는      이다 ,아메리칸 셰프
입소문이 제일 무섭다고 하지 않나  그 입소문과 스마트폰이 만나니 천리를 넘어 십만리도 눈깜짝 사이에 간다     만 놓고 보면 분명 가까워진 것 같지만 감정은 맵거나 짜거나 달거나 쓰거나 시거나 한 맛 밖에 못 느낀다  그러다 보니 표정도 좋거나 나쁘거나 하나만 택하게 되어있다  소통의 요리는 쉬우면서도 어렵다 ,아메리칸 셰프
재밌어요,아메리칸 셰프
맛있는 음식은 물론이고 양념처럼 등장하는 의외의 등장인물들 때문에 더 재미 있었다  ,아메리칸 셰프
어찌 보면 심각한 내용일 수 있지만 연출을 맛깔나게 해서 그런지 편안하게 즐길 수 있다 ,아메리칸 셰프
제목은 왜  아메리칸 셰프 인걸까   ,아메리칸 셰프
밤에 보면안되는건데  나도 쿠바샌드위치   무튼 보고 나니 머리가 왠지 가벼워지네요  ,아메리칸 셰프
 ,아메리칸 셰프
음식과 여행 그리고 음악  결국엔 사랑  여기에는 없는 것이 없다  재밌게 보면 된다   감점요인은 영화같은 이야기라는 점  영화니까 뭐어때  ,아메리칸 셰프
음식과 요리 보는 즐거움은 있으나  스토리가 밋밋해 중반이후 지루해짐  남주인공도 너무 매력없고  그냥 감독만 할 것이지    ,아메리칸 셰프
잘 풀리네 부럽다 잘풀리는인생  실력재능도있어야하는거지만 운이따라주는것도 못지않게중하지    못먹고배곪아주근귀신떼거지로붙은듯 식탐끝판왕인나로써는 음식들때문에 상당히 보기괴로웠음  과자두봉지먹으면서봤디만 요리와과자는 비할수가없지 그리고 남들의생각대로 휘둘리고 안주하는것보다도 자신의신념을 밀고,아메리칸 셰프
음식 이야기가 아니라 트윗 이야기 같지만  곳곳의    이 잘 어울리고 좋다 ,아메리칸 셰프
재밌게 봤습니다  초반에 말을 너무 빠르게해서 자막읽는데도 쫒아가지를 못했네요     부자간의 사이가 가까워지는 모습을 보면서 너무 흐뭇했습니다 최고,아메리칸 셰프
그의 열정이 부럽다     제 인생이 부끄럽네요,아메리칸 셰프
미국의 푸드트럭은 참 멋스럽고 전문적여보인다는 생각  한국도 보편화되면 좋을 것 같다 ,아메리칸 셰프
   ,아메리칸 셰프
사업성공스토리는 흥미로웠으나 아이의     빼곤 딱히 새로울게 없었음,아메리칸 셰프
쿠바센드위치 먹고싶네,아메리칸 셰프
진정 하고 싶은 일을 하며 사는 것은 얼마나 행복한가  맛깔난 음식과 흥겨운 음악   그리고 감칠맛나게 어울리는 소소하지만 유쾌한 에피소드   포만감을 느끼고 싶다면 이 영화를 보라    ,아메리칸 셰프
훈훈하네요,아메리칸 셰프
유쾌하고 미국적인 느낌의 영화,아메리칸 셰프
주인공과 조연들 때문에 재미있게 봤던 영화 입니다       년에 나왔던  셰프  영화 보다는 재미있게 봤네요   전분가루  부자간의 이야기 전개등이 상당히 재미있습니다 ,아메리칸 셰프
밍밍한 스토리지만 감칠맛 나는 비주얼   ,아메리칸 셰프
줄거리야 뻔하지만 스토리를 만들어내는 과정이 너무 맛있다  눈과 마음에 포만감이 만끽해지는 느낌  해피하다,아메리칸 셰프
아   배고파 ,아메리칸 셰프
두시간이 넘는 런닝타임이 짧게 느껴지는 묘한 맛이 있는 영화다  시작은 밍밍하지만 갈수록 달달하고 매콤해지는 느낌  더스틴 호프먼  다우니 주니어  스칼렛 요한슨  심지어 감독주연 존 파브로 보다 안소니와 레귀자모의 매력이 빛나는 작품 ,아메리칸 셰프
아버지가 차안에서 바지안에 전분가루 넣는거에 빵터졌어요 유쾌하게 잘 봤습니다,아메리칸 셰프
 점 줬다가 시간이 가면 갈수록 이건 아니다 싶어서  점 줌  ,아메리칸 셰프
음식에대한 신념과 열정이 넘치는 쉐프의 밥차성공기     와 밥차의 만남     ,아메리칸 셰프
잘보다가 마무리는 빨리 끝나는거같음,아메리칸 셰프
먹고 보고 즐겨라    유명배우들의 카메오출연도 쏠쏠 역시나 아이언맨  가족들     저 셰프라면    단골될듯,아메리칸 셰프
연출가이자 제작자로서의 그의 자부심을 엿볼수 있었다  도데체 그동안 얼마나 평론가와 거대제작자들 눈치보고 살았던건가     그토록 하고 싶었던 이야기를  요리라는 쉬운 소재로 풀어내다니  과연 거장  이라 할만하다 ,아메리칸 셰프
가볍게 보기에 좋았다  음식으로 인해 눈이 즐겁고 이따금 생각나는 영화다 ,아메리칸 셰프
재밌네요  갑자기 고추장이 나오길래 끝에 보니 제작자가 한국인이네요   뻔한 스토리인데 눈도 즐겁고 군침도 돌고 ,아메리칸 셰프
재밌어요 ,아메리칸 셰프
마무리가 좀   허약한 듯 싶지만  비쥬얼은        ,아메리칸 셰프
배고파   ,아메리칸 셰프
음식은 맛있게 먹고 요리는 즐겁게,아메리칸 셰프
재미있습니다   ,아메리칸 셰프
러셀크로우 멋있다,워터 디바이너
가족에 대한 사랑으로 아역만리 찾아온 아버지의 사랑에 감동했고  투르키에와 당시의  그곳에서 있엇던 전쟁 에 대해 알게되었습니다 ,워터 디바이너
이 때부터였나    러셀 크로우가 둥글둥글해진 게    그래도 말 타고 달리는 장면에선 여전히 멋있었다  실화여서 더 안타깝고 슬프며 감동적인 부분도 있었지만  연출은 다소 촌스러움 ,워터 디바이너
참 잘봤네요     ,워터 디바이너
전쟁은 언제나 절망적이다  이스람교를 정말 싫어 하고   영화는 전쟁의 아픔를 잘 담아내고  터어키의 아름다움을 잘 담았다   따뜻함과 애정의 아름다운 영화다  연출등 흠을 잡는 사람도 있지만 구성도 좋고  잘 만들었다 ,워터 디바이너
감동적인 내용이지만 지루함은   ,워터 디바이너
 ,워터 디바이너
아빠가 잘 찼네요   ,워터 디바이너
러셀의 웃음은 참으로 매력적이다 강인하고 터프힌  러셀이 웃을때면 너무 천진하다  요즘의 부모들은 배워야한다 친자식을 때리고 굶기고 버리는 부모들은 이런 부성애에 부끄러움과 수치심을 느켜야한다,워터 디바이너
풍광   역사는  흥미로우나  러브라인이  과하다,워터 디바이너
굿,워터 디바이너
 이봐 호주인 친구  앞으로는 다른 나라 군대의 용병이 돼서 지도의 어디에 있는지도 모르는 나라 전쟁에 참여하는 일이 없길 바라   영국에 패해 포로가 되었다가 주인공과 친해진 터키군 장교가 호주에서 전쟁에 끌려온 주인공에게 러셀 크로에게 한 말  호주는 영국의 식민지여서 호주 남성들이 전쟁에 강제 징병됐는데  심지어 이 전쟁은 영국의 동맹국인 그리스가 터키를 침공했다가 실패하자 영국이 동맹국을 돕겠다고 호주  뉴질랜드 차출한 것이었습니다  영화가 정말 진지하고 감동적입니다  특히 영화 후반부에 저 대사가 나올 때 소름이 끼쳤던 기억이 나네요  꼭 봐야 할 영화로 추천합니다 ,워터 디바이너
무슨 이야기인지 알겠지만 연출이 별로다  전달방식이 비효율적  영화는 가해자의 시선을 벗어나지 못한다  주인공의 멍청함 유전자는 역시 대를 이어간다는 과학적 이야기  공들인 흔적은 많고 흡인력도 어느정도 있지만 한계는 명확하다  쿠릴렌코는 역시 엉망 ,워터 디바이너
갈리폴리에서 자식 잃은 모든 호주의 아비와 어미를 위무하는 여행길,워터 디바이너
감동이에요,워터 디바이너
전쟁은 없어져야 한다 ,워터 디바이너
아이셰로 나온 여자 이쁘네    커피는 항상 슈가를 많이 넣어야 겠다     러셀 크로우 멋진 연기에 감동 전쟁은 슬픔과 새로운 시작을 알리는 양면성을 가지고 있는듯   슬픔과 또다른 희망을 본듯 합니다 ,워터 디바이너
그저 아쉽고 재미없다,워터 디바이너
뜬금없는 터키 이야기  조강지처 죽은지 얼마라고    맘에 안듦,워터 디바이너
아들 찾으러 갔다가 뜻밖에 횡재했네,워터 디바이너
내가 어릴 때부터 아버지는 소일거리로 양봉을 하셨다  꽃이 피는 시기가 되면 자주 벌통을 확인해야 한다  여왕벌이 알을 잘 낳는지 봐야하고  왕대와 숫벌이 있으면 제거해줘야 한다  꿀이 잘 들어오는지 꽃가루 저장은 얼마나 잘 하는지도 봐야한다  벌이 쏠까봐 무서워하면서도 옆에서 어떻게 하는지 지켜보게 된다 ,워터 디바이너
가슴을 울리는 영화,워터 디바이너
  ,워터 디바이너
전쟁  인간  삶  종교      ,워터 디바이너
너무 무거워 가라 앉을거 같다,워터 디바이너
